prompt_id,split,template_id,structure,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
prompt_291aeac0c821ad29,reference,baba_office,BABA,Frances,Amy,"While Amy and Frances worked in the office, Amy passed a blue folder to",Frances,Amy,27025,14235
prompt_2aa393b1cd9603bb,reference,baba_office,BABA,Sandra,Michelle,"While Michelle and Sandra worked in the office, Michelle passed a blue folder to",Sandra,Michelle,32464,16738
prompt_36d9b94e75d0c680,reference,baba_office,BABA,Amy,Michelle,"While Michelle and Amy worked in the office, Michelle passed a blue folder to",Amy,Michelle,14235,16738
prompt_378a911c2c6ef7b4,reference,baba_office,BABA,Carol,Nancy,"While Nancy and Carol worked in the office, Nancy passed a blue folder to",Carol,Nancy,5074,18496
prompt_3890497012df0511,reference,baba_office,BABA,Anthony,Donna,"While Donna and Anthony worked in the office, Donna passed a blue folder to",Anthony,Donna,9953,29216
prompt_3c9534bf7db7464f,reference,baba_office,BABA,Jason,Anthony,"While Anthony and Jason worked in the office, Anthony passed a blue folder to",Jason,Anthony,8982,9953
prompt_3d6e4783168de204,reference,baba_office,BABA,Benjamin,Anthony,"While Anthony and Benjamin worked in the office, Anthony passed a blue folder to",Benjamin,Anthony,14533,9953
prompt_3f617bd12bcc301f,reference,baba_office,BABA,Susan,Sandra,"While Sandra and Susan worked in the office, Sandra passed a blue folder to",Susan,Sandra,14919,32464
prompt_44c177fd97f6f21d,reference,baba_office,BABA,Amy,Benjamin,"While Benjamin and Amy worked in the office, Benjamin passed a blue folder to",Amy,Benjamin,14235,14533
prompt_458921abb6fd764b,reference,baba_office,BABA,Anthony,Ruth,"While Ruth and Anthony worked in the office, Ruth passed a blue folder to",Anthony,Ruth,9953,22132
prompt_46a5f1698a5f240e,reference,baba_office,BABA,Frances,Anthony,"While Anthony and Frances worked in the office, Anthony passed a blue folder to",Frances,Anthony,27025,9953
prompt_4b473042a102ddb1,reference,baba_office,BABA,Frances,Nancy,"While Nancy and Frances worked in the office, Nancy passed a blue folder to",Frances,Nancy,27025,18496
prompt_4f71423eca64fbe5,reference,baba_office,BABA,Carol,Anthony,"While Anthony and Carol worked in the office, Anthony passed a blue folder to",Carol,Anthony,5074,9953
prompt_52c7153210915009,reference,baba_office,BABA,Pamela,Ruth,"While Ruth and Pamela worked in the office, Ruth passed a blue folder to",Pamela,Ruth,43341,22132
prompt_64ac5ad820a23241,reference,baba_office,BABA,Sandra,Amy,"While Amy and Sandra worked in the office, Amy passed a blue folder to",Sandra,Amy,32464,14235
prompt_6525b0e758bb716e,reference,baba_office,BABA,Sandra,Donna,"While Donna and Sandra worked in the office, Donna passed a blue folder to",Sandra,Donna,32464,29216
prompt_688628d824552fde,reference,baba_office,BABA,Anthony,Susan,"While Susan and Anthony worked in the office, Susan passed a blue folder to",Anthony,Susan,9953,14919
prompt_703e3a6284316a96,reference,baba_office,BABA,Michelle,Ryan,"While Ryan and Michelle worked in the office, Ryan passed a blue folder to",Michelle,Ryan,16738,6047
prompt_709c4f7655a1f19c,reference,baba_office,BABA,Anthony,Frances,"While Frances and Anthony worked in the office, Frances passed a blue folder to",Anthony,Frances,9953,27025
prompt_72274732e8772d6e,reference,baba_office,BABA,Frances,Helen,"While Helen and Frances worked in the office, Helen passed a blue folder to",Frances,Helen,27025,22695
prompt_7ce2d9314fbe3ec6,reference,baba_office,BABA,Nancy,Jason,"While Jason and Nancy worked in the office, Jason passed a blue folder to",Nancy,Jason,18496,8982
prompt_7d0ac6bad788f98a,reference,baba_office,BABA,Ryan,Patricia,"While Patricia and Ryan worked in the office, Patricia passed a blue folder to",Ryan,Patricia,6047,30223
prompt_7dec7d1ffcf1d405,reference,baba_office,BABA,Frances,Benjamin,"While Benjamin and Frances worked in the office, Benjamin passed a blue folder to",Frances,Benjamin,27025,14533
prompt_88cbcdefac7d2b62,reference,baba_office,BABA,Susan,Carol,"While Carol and Susan worked in the office, Carol passed a blue folder to",Susan,Carol,14919,5074
prompt_8986da77f295acc1,reference,baba_office,BABA,Jason,Helen,"While Helen and Jason worked in the office, Helen passed a blue folder to",Jason,Helen,8982,22695
prompt_8cc48136ef9534e1,reference,baba_office,BABA,Frances,Carol,"While Carol and Frances worked in the office, Carol passed a blue folder to",Frances,Carol,27025,5074
prompt_950f261b541af448,reference,baba_office,BABA,Ruth,Susan,"While Susan and Ruth worked in the office, Susan passed a blue folder to",Ruth,Susan,22132,14919
prompt_998a0c7c1f0f8fd5,reference,baba_office,BABA,Ryan,Jason,"While Jason and Ryan worked in the office, Jason passed a blue folder to",Ryan,Jason,6047,8982
prompt_a99279ea146d966c,reference,baba_office,BABA,Jason,Donna,"While Donna and Jason worked in the office, Donna passed a blue folder to",Jason,Donna,8982,29216
prompt_ac97a45ac8bd8db1,reference,baba_office,BABA,Frances,Sandra,"While Sandra and Frances worked in the office, Sandra passed a blue folder to",Frances,Sandra,27025,32464
prompt_ae2aa93525b97b81,reference,baba_office,BABA,Amy,Patricia,"While Patricia and Amy worked in the office, Patricia passed a blue folder to",Amy,Patricia,14235,30223
prompt_b5c89913db52294c,reference,baba_office,BABA,Donna,Ryan,"While Ryan and Donna worked in the office, Ryan passed a blue folder to",Donna,Ryan,29216,6047
prompt_bf431df2d3e9f8b6,reference,baba_office,BABA,Helen,Jason,"While Jason and Helen worked in the office, Jason passed a blue folder to",Helen,Jason,22695,8982
prompt_c1ea1ffaee198340,reference,baba_office,BABA,Carol,Ryan,"While Ryan and Carol worked in the office, Ryan passed a blue folder to",Carol,Ryan,5074,6047
prompt_c52511bcb26db3d7,reference,baba_office,BABA,Jason,Michelle,"While Michelle and Jason worked in the office, Michelle passed a blue folder to",Jason,Michelle,8982,16738
prompt_c94d2c97f643b9e6,reference,baba_office,BABA,Patricia,Benjamin,"While Benjamin and Patricia worked in the office, Benjamin passed a blue folder to",Patricia,Benjamin,30223,14533
prompt_d140a1ecce068060,reference,baba_office,BABA,Ryan,Ruth,"While Ruth and Ryan worked in the office, Ruth passed a blue folder to",Ryan,Ruth,6047,22132
prompt_d5b3d2c0b6e0d87a,reference,baba_office,BABA,Susan,Patricia,"While Patricia and Susan worked in the office, Patricia passed a blue folder to",Susan,Patricia,14919,30223
prompt_d781ee0f033ac9a7,reference,baba_office,BABA,Ruth,Patricia,"While Patricia and Ruth worked in the office, Patricia passed a blue folder to",Ruth,Patricia,22132,30223
prompt_db70267f001a9e98,reference,baba_office,BABA,Patricia,Ruth,"While Ruth and Patricia worked in the office, Ruth passed a blue folder to",Patricia,Ruth,30223,22132
prompt_df025f4343033942,reference,baba_office,BABA,Sandra,Jason,"While Jason and Sandra worked in the office, Jason passed a blue folder to",Sandra,Jason,32464,8982
prompt_ecd8f895e891de3d,reference,baba_office,BABA,Michelle,Donna,"While Donna and Michelle worked in the office, Donna passed a blue folder to",Michelle,Donna,16738,29216
prompt_f4d6474e17b6a0d1,reference,baba_office,BABA,Nancy,Anthony,"While Anthony and Nancy worked in the office, Anthony passed a blue folder to",Nancy,Anthony,18496,9953
prompt_f5bd437cc7e15ef0,reference,baba_office,BABA,Michelle,Sandra,"While Sandra and Michelle worked in the office, Sandra passed a blue folder to",Michelle,Sandra,16738,32464
prompt_fe78daa560a73828,reference,baba_office,BABA,Nancy,Frances,"While Frances and Nancy worked in the office, Frances passed a blue folder to",Nancy,Frances,18496,27025
prompt_ff3c3addc34d78fb,reference,baba_office,BABA,Ruth,Frances,"While Frances and Ruth worked in the office, Frances passed a blue folder to",Ruth,Frances,22132,27025
prompt_0211af86ed7488d6,reference,baba_park,BABA,Pamela,Carol,"After Carol and Pamela visited the park, Carol handed a folded map to",Pamela,Carol,43341,5074
prompt_04428b39542cdd80,reference,baba_park,BABA,Jason,Sandra,"After Sandra and Jason visited the park, Sandra handed a folded map to",Jason,Sandra,8982,32464
prompt_0bcfe33828d01ebe,reference,baba_park,BABA,Pamela,Jason,"After Jason and Pamela visited the park, Jason handed a folded map to",Pamela,Jason,43341,8982
prompt_13d5a27962b8b907,reference,baba_park,BABA,Ryan,Carol,"After Carol and Ryan visited the park, Carol handed a folded map to",Ryan,Carol,6047,5074
prompt_149c635b67de50be,reference,baba_park,BABA,Carol,Donna,"After Donna and Carol visited the park, Donna handed a folded map to",Carol,Donna,5074,29216
prompt_1574aed6c6002df8,reference,baba_park,BABA,Amy,Frances,"After Frances and Amy visited the park, Frances handed a folded map to",Amy,Frances,14235,27025
prompt_1736a6f67895ec3b,reference,baba_park,BABA,Sandra,Anthony,"After Anthony and Sandra visited the park, Anthony handed a folded map to",Sandra,Anthony,32464,9953
prompt_201387c12e24e43f,reference,baba_park,BABA,Michelle,Amy,"After Amy and Michelle visited the park, Amy handed a folded map to",Michelle,Amy,16738,14235
prompt_2e5b530dd7f447f2,reference,baba_park,BABA,Michelle,Helen,"After Helen and Michelle visited the park, Helen handed a folded map to",Michelle,Helen,16738,22695
prompt_326f14f3ab6f52ad,reference,baba_park,BABA,Patricia,Ryan,"After Ryan and Patricia visited the park, Ryan handed a folded map to",Patricia,Ryan,30223,6047
prompt_32c169136fd6d8c4,reference,baba_park,BABA,Ryan,Jason,"After Jason and Ryan visited the park, Jason handed a folded map to",Ryan,Jason,6047,8982
prompt_34844de0a26475e4,reference,baba_park,BABA,Anthony,Amy,"After Amy and Anthony visited the park, Amy handed a folded map to",Anthony,Amy,9953,14235
prompt_36187d067d36a497,reference,baba_park,BABA,Donna,Sandra,"After Sandra and Donna visited the park, Sandra handed a folded map to",Donna,Sandra,29216,32464
prompt_39cf10c107f54876,reference,baba_park,BABA,Michelle,Ruth,"After Ruth and Michelle visited the park, Ruth handed a folded map to",Michelle,Ruth,16738,22132
prompt_3a6175175b0004e9,reference,baba_park,BABA,Patricia,Pamela,"After Pamela and Patricia visited the park, Pamela handed a folded map to",Patricia,Pamela,30223,43341
prompt_3fe035dc3bc3dacf,reference,baba_park,BABA,Patricia,Amy,"After Amy and Patricia visited the park, Amy handed a folded map to",Patricia,Amy,30223,14235
prompt_4322bdc5e8056958,reference,baba_park,BABA,Carol,Sandra,"After Sandra and Carol visited the park, Sandra handed a folded map to",Carol,Sandra,5074,32464
prompt_445b51096b1c169f,reference,baba_park,BABA,Ryan,Michelle,"After Michelle and Ryan visited the park, Michelle handed a folded map to",Ryan,Michelle,6047,16738
prompt_4802d06ef55de3a0,reference,baba_park,BABA,Frances,Donna,"After Donna and Frances visited the park, Donna handed a folded map to",Frances,Donna,27025,29216
prompt_4806f747da7f6d0e,reference,baba_park,BABA,Susan,Benjamin,"After Benjamin and Susan visited the park, Benjamin handed a folded map to",Susan,Benjamin,14919,14533
prompt_4efabaf7eda68d3a,reference,baba_park,BABA,Frances,Ruth,"After Ruth and Frances visited the park, Ruth handed a folded map to",Frances,Ruth,27025,22132
prompt_56f7ae0c2c2c6a0b,reference,baba_park,BABA,Anthony,Nancy,"After Nancy and Anthony visited the park, Nancy handed a folded map to",Anthony,Nancy,9953,18496
prompt_586bd23c39e1918e,reference,baba_park,BABA,Ryan,Pamela,"After Pamela and Ryan visited the park, Pamela handed a folded map to",Ryan,Pamela,6047,43341
prompt_5975422ba0bab7f8,reference,baba_park,BABA,Carol,Amy,"After Amy and Carol visited the park, Amy handed a folded map to",Carol,Amy,5074,14235
prompt_5ba817dea98e73a9,reference,baba_park,BABA,Frances,Helen,"After Helen and Frances visited the park, Helen handed a folded map to",Frances,Helen,27025,22695
prompt_5f5a862b3a838aec,reference,baba_park,BABA,Carol,Michelle,"After Michelle and Carol visited the park, Michelle handed a folded map to",Carol,Michelle,5074,16738
prompt_60267c23afd77cc3,reference,baba_park,BABA,Michelle,Jason,"After Jason and Michelle visited the park, Jason handed a folded map to",Michelle,Jason,16738,8982
prompt_690ebc56890219f4,reference,baba_park,BABA,Ruth,Pamela,"After Pamela and Ruth visited the park, Pamela handed a folded map to",Ruth,Pamela,22132,43341
prompt_6a7de3e27d7fab92,reference,baba_park,BABA,Michelle,Sandra,"After Sandra and Michelle visited the park, Sandra handed a folded map to",Michelle,Sandra,16738,32464
prompt_6d22d083494876ce,reference,baba_park,BABA,Nancy,Benjamin,"After Benjamin and Nancy visited the park, Benjamin handed a folded map to",Nancy,Benjamin,18496,14533
prompt_710b9cc72485e20c,reference,baba_park,BABA,Anthony,Michelle,"After Michelle and Anthony visited the park, Michelle handed a folded map to",Anthony,Michelle,9953,16738
prompt_7e55834f081f6106,reference,baba_park,BABA,Michelle,Susan,"After Susan and Michelle visited the park, Susan handed a folded map to",Michelle,Susan,16738,14919
prompt_7eee1f0afcac8828,reference,baba_park,BABA,Jason,Helen,"After Helen and Jason visited the park, Helen handed a folded map to",Jason,Helen,8982,22695
prompt_85d9f0ac8599364d,reference,baba_park,BABA,Frances,Benjamin,"After Benjamin and Frances visited the park, Benjamin handed a folded map to",Frances,Benjamin,27025,14533
prompt_9213e3848668ac6c,reference,baba_park,BABA,Carol,Ruth,"After Ruth and Carol visited the park, Ruth handed a folded map to",Carol,Ruth,5074,22132
prompt_93384cd4ad2efbfe,reference,baba_park,BABA,Amy,Benjamin,"After Benjamin and Amy visited the park, Benjamin handed a folded map to",Amy,Benjamin,14235,14533
prompt_936428496b8e75d0,reference,baba_park,BABA,Sandra,Patricia,"After Patricia and Sandra visited the park, Patricia handed a folded map to",Sandra,Patricia,32464,30223
prompt_968e75c95d0bf504,reference,baba_park,BABA,Susan,Sandra,"After Sandra and Susan visited the park, Sandra handed a folded map to",Susan,Sandra,14919,32464
prompt_99ef21f335b718b8,reference,baba_park,BABA,Carol,Nancy,"After Nancy and Carol visited the park, Nancy handed a folded map to",Carol,Nancy,5074,18496
prompt_a432810e0fa6f767,reference,baba_park,BABA,Pamela,Donna,"After Donna and Pamela visited the park, Donna handed a folded map to",Pamela,Donna,43341,29216
prompt_a465a789394182d1,reference,baba_park,BABA,Helen,Sandra,"After Sandra and Helen visited the park, Sandra handed a folded map to",Helen,Sandra,22695,32464
prompt_a4cfd18a4e6ecf8f,reference,baba_park,BABA,Donna,Anthony,"After Anthony and Donna visited the park, Anthony handed a folded map to",Donna,Anthony,29216,9953
prompt_addaa2916560f240,reference,baba_park,BABA,Helen,Frances,"After Frances and Helen visited the park, Frances handed a folded map to",Helen,Frances,22695,27025
prompt_af701a55f19e992b,reference,baba_park,BABA,Sandra,Frances,"After Frances and Sandra visited the park, Frances handed a folded map to",Sandra,Frances,32464,27025
prompt_b11b036290bffbab,reference,baba_park,BABA,Anthony,Benjamin,"After Benjamin and Anthony visited the park, Benjamin handed a folded map to",Anthony,Benjamin,9953,14533
prompt_b19ad7693365bcc2,reference,baba_park,BABA,Susan,Ryan,"After Ryan and Susan visited the park, Ryan handed a folded map to",Susan,Ryan,14919,6047
prompt_b5555ac149948f0c,reference,baba_park,BABA,Susan,Anthony,"After Anthony and Susan visited the park, Anthony handed a folded map to",Susan,Anthony,14919,9953
prompt_b6aa844801c41d78,reference,baba_park,BABA,Pamela,Michelle,"After Michelle and Pamela visited the park, Michelle handed a folded map to",Pamela,Michelle,43341,16738
prompt_b94f78e51fa234fb,reference,baba_park,BABA,Carol,Anthony,"After Anthony and Carol visited the park, Anthony handed a folded map to",Carol,Anthony,5074,9953
prompt_bccea2ce45a63d3b,reference,baba_park,BABA,Nancy,Amy,"After Amy and Nancy visited the park, Amy handed a folded map to",Nancy,Amy,18496,14235
prompt_bfebd35f1783593f,reference,baba_park,BABA,Anthony,Frances,"After Frances and Anthony visited the park, Frances handed a folded map to",Anthony,Frances,9953,27025
prompt_d0804b107f74cd8c,reference,baba_park,BABA,Benjamin,Jason,"After Jason and Benjamin visited the park, Jason handed a folded map to",Benjamin,Jason,14533,8982
prompt_d13807ade6ffc6d4,reference,baba_park,BABA,Sandra,Nancy,"After Nancy and Sandra visited the park, Nancy handed a folded map to",Sandra,Nancy,32464,18496
prompt_db755cb85c111b2f,reference,baba_park,BABA,Amy,Jason,"After Jason and Amy visited the park, Jason handed a folded map to",Amy,Jason,14235,8982
prompt_db8b015304763249,reference,baba_park,BABA,Donna,Frances,"After Frances and Donna visited the park, Frances handed a folded map to",Donna,Frances,29216,27025
prompt_e4acb09041e1586d,reference,baba_park,BABA,Jason,Patricia,"After Patricia and Jason visited the park, Patricia handed a folded map to",Jason,Patricia,8982,30223
prompt_ea5cb518dd009aa1,reference,baba_park,BABA,Amy,Susan,"After Susan and Amy visited the park, Susan handed a folded map to",Amy,Susan,14235,14919
prompt_f00bc884e50f3a9d,reference,baba_park,BABA,Nancy,Donna,"After Donna and Nancy visited the park, Donna handed a folded map to",Nancy,Donna,18496,29216
prompt_f17eaa13e6d47f75,reference,baba_park,BABA,Donna,Helen,"After Helen and Donna visited the park, Helen handed a folded map to",Donna,Helen,29216,22695
prompt_f359f2b9e7f7926c,reference,baba_park,BABA,Ruth,Sandra,"After Sandra and Ruth visited the park, Sandra handed a folded map to",Ruth,Sandra,22132,32464
prompt_f570a329db3c55a7,reference,baba_park,BABA,Pamela,Amy,"After Amy and Pamela visited the park, Amy handed a folded map to",Pamela,Amy,43341,14235
prompt_fcbc851ecedd2920,reference,baba_park,BABA,Frances,Sandra,"After Sandra and Frances visited the park, Sandra handed a folded map to",Frances,Sandra,27025,32464
prompt_fe1f33d16bc96146,reference,baba_park,BABA,Jason,Ryan,"After Ryan and Jason visited the park, Ryan handed a folded map to",Jason,Ryan,8982,6047
prompt_fe9fb909e300bca0,reference,baba_park,BABA,Patricia,Sandra,"After Sandra and Patricia visited the park, Sandra handed a folded map to",Patricia,Sandra,30223,32464
prompt_05803aa5fdd13748,reference,baba_store,BABA,Anthony,Sandra,"When Sandra and Anthony went to the store, Sandra gave a bottle of milk to",Anthony,Sandra,9953,32464
prompt_097d3727d5ee126d,reference,baba_store,BABA,Frances,Michelle,"When Michelle and Frances went to the store, Michelle gave a bottle of milk to",Frances,Michelle,27025,16738
prompt_09ed89899b5d86d5,reference,baba_store,BABA,Carol,Donna,"When Donna and Carol went to the store, Donna gave a bottle of milk to",Carol,Donna,5074,29216
prompt_0c89d61b1217f916,reference,baba_store,BABA,Pamela,Ruth,"When Ruth and Pamela went to the store, Ruth gave a bottle of milk to",Pamela,Ruth,43341,22132
prompt_0db7ad8dc341bd0e,reference,baba_store,BABA,Patricia,Donna,"When Donna and Patricia went to the store, Donna gave a bottle of milk to",Patricia,Donna,30223,29216
prompt_102dc4739a44334e,reference,baba_store,BABA,Sandra,Donna,"When Donna and Sandra went to the store, Donna gave a bottle of milk to",Sandra,Donna,32464,29216
prompt_10da0b87e3d34eaf,reference,baba_store,BABA,Patricia,Sandra,"When Sandra and Patricia went to the store, Sandra gave a bottle of milk to",Patricia,Sandra,30223,32464
prompt_128a0fb97a6f1f06,reference,baba_store,BABA,Ruth,Frances,"When Frances and Ruth went to the store, Frances gave a bottle of milk to",Ruth,Frances,22132,27025
prompt_13e5777162d756bb,reference,baba_store,BABA,Benjamin,Susan,"When Susan and Benjamin went to the store, Susan gave a bottle of milk to",Benjamin,Susan,14533,14919
prompt_15ff2a0472a94635,reference,baba_store,BABA,Frances,Carol,"When Carol and Frances went to the store, Carol gave a bottle of milk to",Frances,Carol,27025,5074
prompt_1c60171fcaeb1d78,reference,baba_store,BABA,Helen,Amy,"When Amy and Helen went to the store, Amy gave a bottle of milk to",Helen,Amy,22695,14235
prompt_1d8b0338ad4f7168,reference,baba_store,BABA,Jason,Nancy,"When Nancy and Jason went to the store, Nancy gave a bottle of milk to",Jason,Nancy,8982,18496
prompt_1e4f11e26757c819,reference,baba_store,BABA,Frances,Nancy,"When Nancy and Frances went to the store, Nancy gave a bottle of milk to",Frances,Nancy,27025,18496
prompt_23052c0e5b2bc4c2,reference,baba_store,BABA,Donna,Ruth,"When Ruth and Donna went to the store, Ruth gave a bottle of milk to",Donna,Ruth,29216,22132
prompt_246ba1c1824864c0,reference,baba_store,BABA,Ryan,Michelle,"When Michelle and Ryan went to the store, Michelle gave a bottle of milk to",Ryan,Michelle,6047,16738
prompt_2af33b4ca9b1dbe5,reference,baba_store,BABA,Nancy,Ruth,"When Ruth and Nancy went to the store, Ruth gave a bottle of milk to",Nancy,Ruth,18496,22132
prompt_2d3d0c498346e757,reference,baba_store,BABA,Nancy,Susan,"When Susan and Nancy went to the store, Susan gave a bottle of milk to",Nancy,Susan,18496,14919
prompt_3d88e83c09322340,reference,baba_store,BABA,Michelle,Carol,"When Carol and Michelle went to the store, Carol gave a bottle of milk to",Michelle,Carol,16738,5074
prompt_3f10df26e99cfe58,reference,baba_store,BABA,Susan,Carol,"When Carol and Susan went to the store, Carol gave a bottle of milk to",Susan,Carol,14919,5074
prompt_3fe8d3aec32bfbeb,reference,baba_store,BABA,Carol,Nancy,"When Nancy and Carol went to the store, Nancy gave a bottle of milk to",Carol,Nancy,5074,18496
prompt_441b72deef604e20,reference,baba_store,BABA,Carol,Patricia,"When Patricia and Carol went to the store, Patricia gave a bottle of milk to",Carol,Patricia,5074,30223
prompt_4a8cec920314d830,reference,baba_store,BABA,Anthony,Helen,"When Helen and Anthony went to the store, Helen gave a bottle of milk to",Anthony,Helen,9953,22695
prompt_4dbd43ed4c99d528,reference,baba_store,BABA,Pamela,Susan,"When Susan and Pamela went to the store, Susan gave a bottle of milk to",Pamela,Susan,43341,14919
prompt_4f9fc9d132c356b2,reference,baba_store,BABA,Benjamin,Amy,"When Amy and Benjamin went to the store, Amy gave a bottle of milk to",Benjamin,Amy,14533,14235
prompt_55092b627dd100ed,reference,baba_store,BABA,Jason,Benjamin,"When Benjamin and Jason went to the store, Benjamin gave a bottle of milk to",Jason,Benjamin,8982,14533
prompt_56c8647ffec46c39,reference,baba_store,BABA,Susan,Patricia,"When Patricia and Susan went to the store, Patricia gave a bottle of milk to",Susan,Patricia,14919,30223
prompt_57bd35bb5a034cdc,reference,baba_store,BABA,Helen,Sandra,"When Sandra and Helen went to the store, Sandra gave a bottle of milk to",Helen,Sandra,22695,32464
prompt_58b292b79bee9fcb,reference,baba_store,BABA,Donna,Sandra,"When Sandra and Donna went to the store, Sandra gave a bottle of milk to",Donna,Sandra,29216,32464
prompt_5e694b6f755d913c,reference,baba_store,BABA,Carol,Pamela,"When Pamela and Carol went to the store, Pamela gave a bottle of milk to",Carol,Pamela,5074,43341
prompt_625701836f1d8dce,reference,baba_store,BABA,Anthony,Nancy,"When Nancy and Anthony went to the store, Nancy gave a bottle of milk to",Anthony,Nancy,9953,18496
prompt_6499fc0a6346313c,reference,baba_store,BABA,Ryan,Pamela,"When Pamela and Ryan went to the store, Pamela gave a bottle of milk to",Ryan,Pamela,6047,43341
prompt_65b12cc769dc62d1,reference,baba_store,BABA,Sandra,Nancy,"When Nancy and Sandra went to the store, Nancy gave a bottle of milk to",Sandra,Nancy,32464,18496
prompt_65db9ca8e11ae2be,reference,baba_store,BABA,Carol,Michelle,"When Michelle and Carol went to the store, Michelle gave a bottle of milk to",Carol,Michelle,5074,16738
prompt_6c1bd8f818246599,reference,baba_store,BABA,Ruth,Susan,"When Susan and Ruth went to the store, Susan gave a bottle of milk to",Ruth,Susan,22132,14919
prompt_6df159d047e38ebd,reference,baba_store,BABA,Ryan,Jason,"When Jason and Ryan went to the store, Jason gave a bottle of milk to",Ryan,Jason,6047,8982
prompt_703367912bf2b6cc,reference,baba_store,BABA,Frances,Susan,"When Susan and Frances went to the store, Susan gave a bottle of milk to",Frances,Susan,27025,14919
prompt_71468c85c81f4e61,reference,baba_store,BABA,Amy,Carol,"When Carol and Amy went to the store, Carol gave a bottle of milk to",Amy,Carol,14235,5074
prompt_73a3a411d8667bed,reference,baba_store,BABA,Anthony,Ruth,"When Ruth and Anthony went to the store, Ruth gave a bottle of milk to",Anthony,Ruth,9953,22132
prompt_7fef0cb9efb450e6,reference,baba_store,BABA,Sandra,Susan,"When Susan and Sandra went to the store, Susan gave a bottle of milk to",Sandra,Susan,32464,14919
prompt_81f2ac93678f362c,reference,baba_store,BABA,Jason,Sandra,"When Sandra and Jason went to the store, Sandra gave a bottle of milk to",Jason,Sandra,8982,32464
prompt_85cbeb7bb3112ee0,reference,baba_store,BABA,Pamela,Jason,"When Jason and Pamela went to the store, Jason gave a bottle of milk to",Pamela,Jason,43341,8982
prompt_85e556d425ac3d5d,reference,baba_store,BABA,Carol,Frances,"When Frances and Carol went to the store, Frances gave a bottle of milk to",Carol,Frances,5074,27025
prompt_8c1ac5b5bfe68909,reference,baba_store,BABA,Amy,Nancy,"When Nancy and Amy went to the store, Nancy gave a bottle of milk to",Amy,Nancy,14235,18496
prompt_8ca8678e70c8277f,reference,baba_store,BABA,Benjamin,Donna,"When Donna and Benjamin went to the store, Donna gave a bottle of milk to",Benjamin,Donna,14533,29216
prompt_91428d0139625ceb,reference,baba_store,BABA,Susan,Jason,"When Jason and Susan went to the store, Jason gave a bottle of milk to",Susan,Jason,14919,8982
prompt_9239a6d10779a55f,reference,baba_store,BABA,Susan,Sandra,"When Sandra and Susan went to the store, Sandra gave a bottle of milk to",Susan,Sandra,14919,32464
prompt_936a8a946f75aa6f,reference,baba_store,BABA,Ryan,Sandra,"When Sandra and Ryan went to the store, Sandra gave a bottle of milk to",Ryan,Sandra,6047,32464
prompt_9c970d34b8863630,reference,baba_store,BABA,Amy,Ryan,"When Ryan and Amy went to the store, Ryan gave a bottle of milk to",Amy,Ryan,14235,6047
prompt_a021fc3e09d154c1,reference,baba_store,BABA,Nancy,Benjamin,"When Benjamin and Nancy went to the store, Benjamin gave a bottle of milk to",Nancy,Benjamin,18496,14533
prompt_aad3d2b52247041a,reference,baba_store,BABA,Michelle,Patricia,"When Patricia and Michelle went to the store, Patricia gave a bottle of milk to",Michelle,Patricia,16738,30223
prompt_bc8ab674b4c8a053,reference,baba_store,BABA,Amy,Pamela,"When Pamela and Amy went to the store, Pamela gave a bottle of milk to",Amy,Pamela,14235,43341
prompt_bee039a1fe9aa18c,reference,baba_store,BABA,Pamela,Patricia,"When Patricia and Pamela went to the store, Patricia gave a bottle of milk to",Pamela,Patricia,43341,30223
prompt_c22ec25800fa76cd,reference,baba_store,BABA,Michelle,Pamela,"When Pamela and Michelle went to the store, Pamela gave a bottle of milk to",Michelle,Pamela,16738,43341
prompt_c492044603685382,reference,baba_store,BABA,Carol,Benjamin,"When Benjamin and Carol went to the store, Benjamin gave a bottle of milk to",Carol,Benjamin,5074,14533
prompt_d5cbd1333c2945cd,reference,baba_store,BABA,Benjamin,Carol,"When Carol and Benjamin went to the store, Carol gave a bottle of milk to",Benjamin,Carol,14533,5074
prompt_d69bfff5a10e73ec,reference,baba_store,BABA,Nancy,Carol,"When Carol and Nancy went to the store, Carol gave a bottle of milk to",Nancy,Carol,18496,5074
prompt_d9b441c6c9b01d82,reference,baba_store,BABA,Ryan,Frances,"When Frances and Ryan went to the store, Frances gave a bottle of milk to",Ryan,Frances,6047,27025
prompt_de904616b3a53ef2,reference,baba_store,BABA,Carol,Sandra,"When Sandra and Carol went to the store, Sandra gave a bottle of milk to",Carol,Sandra,5074,32464
prompt_e04667f38e2cd117,reference,baba_store,BABA,Sandra,Pamela,"When Pamela and Sandra went to the store, Pamela gave a bottle of milk to",Sandra,Pamela,32464,43341
prompt_e86d46bd2c229cd8,reference,baba_store,BABA,Patricia,Nancy,"When Nancy and Patricia went to the store, Nancy gave a bottle of milk to",Patricia,Nancy,30223,18496
prompt_e8a6ff6c70479b6f,reference,baba_store,BABA,Ruth,Sandra,"When Sandra and Ruth went to the store, Sandra gave a bottle of milk to",Ruth,Sandra,22132,32464
prompt_e9371c2a536dce2d,reference,baba_store,BABA,Patricia,Jason,"When Jason and Patricia went to the store, Jason gave a bottle of milk to",Patricia,Jason,30223,8982
prompt_f231a2f1f6625c2e,reference,baba_store,BABA,Pamela,Anthony,"When Anthony and Pamela went to the store, Anthony gave a bottle of milk to",Pamela,Anthony,43341,9953
