prompt_id,bank,family_id,selection_rank_within_cell,selection_sha256
qseq_21ba8cdac201cc30,calibration,length_32_gap_8,10,23524a73add29d561d7a4bfa625566c7f76c4371ecc8a31efe71e4adc9e9014f
qseq_2d9b105d7e3736b7,calibration,length_32_gap_8,11,25ba0e785fa1b96e42ebb3419c414af054425394a828988576da38e75015a36d
qseq_d61f332679c6ec3e,calibration,length_32_gap_8,12,261065d1ec70c64dbd74701e6ddb62eba8b3b8efa50ca8f54a83939f9dca707f
qseq_72e2cd870c8a81c9,calibration,length_32_gap_8,13,28f6559916fb4b00bffa71c25421543357b0ac169259f3c25c2f51eb558fd4bb
qseq_89e8b285b5f965c2,calibration,length_32_gap_8,14,2dc0cd523728094fcf3dbe1ffa681ff9478669ea3e3b1e32e8a009a6c09473be
qseq_5184f25c7b85c53c,calibration,length_32_gap_8,15,327094ccbd287e21d06dbd652e8a43051d7d951d8b0cb97781ea270db735b75d
qseq_8a3b5e846ec7b1de,calibration,length_32_gap_8,16,3304c65c2333ecd3cd0e26c79b95c39ec5186d0b42c139dbe9df33912951252c
qseq_ac1a3e1869dc090c,calibration,length_32_gap_8,17,34a89e6ce6621913d32ca49a039b9f3436effce76693a3978a8250fa856db7be
qseq_dc1d9c14a80d171c,calibration,length_32_gap_8,18,3780e47ac7ac6db34031173566b2bf2eb697962b0aec8faed91d70b3144473de
qseq_99d34e9175e66222,calibration,length_32_gap_8,19,38113342e620636d45a7d91b4f3fae0788edd4ba7435f1f8aa91fb75b9f477e3
qseq_d6492c6ac00d3b0f,calibration,length_32_gap_8,20,404ef0f2e10e50b198b96eb237e09cace1dcec5aea1d3169e83e943adaaae6fa
qseq_690d86412dda754a,calibration,length_32_gap_8,21,40630edb50745b8d75dc6c1ec461cbfe3eaf66df0eb22fa9c854c563c31e1973
qseq_b13027e33741a1ba,calibration,length_32_gap_8,22,4109604f3635eca4d18ab300c49cf0f6c91dfdef9693cab82449fb397230377f
qseq_ef057144bcaa8c78,calibration,length_32_gap_8,23,466da0bd525a828bccbcb6b447b96fa4e4881aeef2007bddc4a230265d7a44da
qseq_01f76172c615c93c,calibration,length_32_gap_8,24,47fde22050befe83fe6a126991e8e140e36004eb2195b45c02333790874a1e3b
qseq_6913410b187e9bcd,calibration,length_32_gap_8,25,480e9312f778b28ebd560c94488a88c8e4ea5746a72ffadc2e5258044e954287
qseq_6f2468350cf2a4c7,calibration,length_32_gap_8,26,4a9bf449bf5428c77e48a5ab1fccf19c6bd9a9616d03e1886be31f60e9023a22
qseq_48fa6ccbcf85740a,calibration,length_32_gap_8,27,4b364ef56fae3264f7e649c881df3ea24e9c28ac29b473016187fcc16eb8cfc9
qseq_0a3d2a206ed1ac2f,calibration,length_32_gap_8,28,4e1b065339df97f1c84938a197c6d67cc0dba39c2af790ca7a5f5542732207de
qseq_4e6f3e53c5cffa8c,calibration,length_32_gap_8,29,4eb5c1480565c976b82e0826c333d2785c7e63e775ce19ebd2cff485739d8c7e
qseq_addd85868ee4c978,calibration,length_32_gap_8,30,52271cedb75da6887791518817e751d94e0d45c8e798ded613d6fac9935bcc63
qseq_d488f6be0be8d667,calibration,length_32_gap_8,31,532e430a45ffa62ffa14e7b8b298b9409150621e6fee86c680fec13c5ebcabd3
qseq_29bcc3b5e07adaa6,calibration,length_32_gap_8,32,560a49e4311a911654fd66c87f0dd7cbefdafeaaf3c2e070d286784a2e5199b4
qseq_f92f57b1f8bac576,calibration,length_32_gap_8,33,575803dd7a0eac6291928a5734f912ba142bf90f92dbf79fac3052114f1a3d60
qseq_caa06bf2219d5d30,calibration,length_32_gap_8,34,58ac4472a47b4a17fba69d7897ef9ace47db569ed4afa3eaea9be694b62bbdbb
qseq_14140e7a95fa2fb9,calibration,length_32_gap_8,35,5ab91edf0919b4b45a760345c84c29372902ac1da7cf36da4ee6bf35a93dcc43
qseq_83326ff9f67b103f,calibration,length_32_gap_8,36,5f90e1933c48a5a6ca62cad21d37b2e985bd8d81b2ed5785e189970579f1f6f2
qseq_9cae4833ac91d598,calibration,length_32_gap_8,37,5fac032ed933b7aae8b621556325550753f0a2063b178435dd060c75fff52b45
qseq_cfb9d767fb841745,calibration,length_32_gap_8,38,617e860e0dfa867b878ceafd0b73d9df6077f581cceab21a1d65fedf6eb56722
qseq_9a641dc8e553cdc9,calibration,length_32_gap_8,39,619f622da80d15c4cc1cc3c12a2013d01c91693787ee6e5a0294d4ba4f4d5809
qseq_618c0004fec7a467,calibration,length_32_gap_8,40,6222861d10fc65e2a3439c80e847196f25212c14f09ca65dae4e3e7a2ddc7058
qseq_02dd020751347c55,calibration,length_32_gap_8,41,64969192c2d59ea7d560c9356ff634f052269ddf1237cd280adfc3fb113e5745
qseq_c8384ab754451eef,calibration,length_32_gap_8,42,66bab20eba7d5821dd6ec40e1d7646e99a785a0f9f90a726211e92f38b8c77e8
qseq_ba05bbb94039b0ae,calibration,length_32_gap_8,43,67a2a9db8c0daf415ed6319f000ae4f4d467b55ac9aa93859dd5ab055200a7dc
qseq_4e8da5b186698007,calibration,length_32_gap_8,44,68d850e4bcc0974d242aa3ff6c83433317192e652992392749cfab56afff0489
qseq_e0e24ca7df1361da,calibration,length_32_gap_8,45,6d3ad47900ca894602d6667153cc7ccb1e809907901e56197e0210c318338292
qseq_78b8701a8c418992,calibration,length_32_gap_8,46,6d6c96cc70a8121308de1ec3af7f0238d203321452bdfbb5243b20d9eaf50c02
qseq_9a84a9d452ad6692,calibration,length_32_gap_8,47,6e37121fd169bfc5aea2759dac693ed5e517fd8c728ba9951bfa073cea344d1a
qseq_37ed28aef12e4075,calibration,length_32_gap_8,48,6ed87eddb8be9b0d7bf91439f50d6368eea049070813c38d882c0e13adb042b9
qseq_4811292cd5272ac8,calibration,length_32_gap_8,49,73c2a6dbe8efab7b6539b3896be24490f00d142e1513ad14414dbe3d84eb822c
qseq_98e081c19e55b9c2,calibration,length_32_gap_8,50,777d29303f3d985c99f6fa8852897dac48b428d596f6932f859e88b777537f9f
qseq_77a729a7d6333b5f,calibration,length_32_gap_8,51,78979fa003b41acd133104965b01d88841f2a05622b4aa8fa225288d23863735
qseq_f1ed764d9e898c1c,calibration,length_32_gap_8,52,7b112287a0a2c05fbe95792411c3c85bab518ee83c0775df7be49920a4b8a40d
qseq_496b941feed234e5,calibration,length_32_gap_8,53,7cdb33b7931c26d5135f5294648ae98651af45c433cf15387902384f789c3a7e
qseq_226ec06b22020410,calibration,length_32_gap_8,54,7fa58c9e4b295f7655ac64d2db8aef4a4ae748ab8bc210137f699ca45a924d9c
qseq_433ffda24ef20d0d,calibration,length_32_gap_8,55,801c0264b4a66a5d081339dce89e0ce93b8f68cf561abd9090173f3ad5da3150
qseq_523dae664b4c02de,calibration,length_32_gap_8,56,81ba4d5b38b8496d036b7b0d4aa1ac93de91ae9a202f92d21ae15730f794dd34
qseq_5729a944eb6aec71,calibration,length_32_gap_8,57,8475efc85a01ede93bef3ced96963666466c1f9d98a7f6e9a76bac931b2ead7f
qseq_769e2a1fc1ef4d7b,calibration,length_32_gap_8,58,85b87bff343c2270eaa624b24a2fbd6dc62e7140521ecd0b25337614072e43f2
qseq_8e34020e948679cd,calibration,length_32_gap_8,59,86186bc56dc73ed4432d482eaf6c250bfc288fadbf8bbbacf0ae4d10c63b8af8
qseq_4dd4a4938a07566b,calibration,length_32_gap_8,60,8745482abb2f855c80756c26072f60583b844c8e66e0ed908ec715311f786136
qseq_e3083089db559adf,calibration,length_32_gap_8,61,8992aa1296e9cdb33861fa46f37c3b07033c15863ed1745e660b166e09cc1748
qseq_848e9ef4c7e3ec69,calibration,length_32_gap_8,62,8e465b8fa62f6e13337eb4876d2969a3fe7aacd2d59d93f02dc76205a1141228
qseq_c6a305d74eb4ea8c,calibration,length_32_gap_8,63,908e7dfdf80315981aefb7238d4ac6793e3e5db0356f9795764cb271cac9b7ad
qseq_047ab7fab5d21e65,calibration,length_32_gap_8,64,909790b664a4e5d2bb4d0e3cdb9fe9f7fcc26187a51fc71aa95942c1a3e9b328
qseq_d5d3c27cb4f6aa62,calibration,length_32_gap_16,1,0007f0d90d9afa18130252125d7420532684ee89239e8f2556d79201da2d69bb
qseq_510f6ba562b151ba,calibration,length_32_gap_16,2,0271bbe24124cba9ff55649f4387bb58b5772c583b6dcb8c687bfd4ef0bc2203
qseq_d31cbd228c6caa2a,calibration,length_32_gap_16,3,02c509705cf047327ef1443da187c550d0c5ad94212768cbca18e0a720bc921e
qseq_de0d7f232024ba9f,calibration,length_32_gap_16,4,059d301c087dd2f6922ab024807bbc91688c791cf21e00b037d158f5255f57f8
qseq_ecff6144c5b1ec9e,calibration,length_32_gap_16,5,0910ae0c78d7fb9b92cf20bbc1c2967daf9077730a57ec525c4a78d20295fb56
qseq_85822104052b367f,calibration,length_32_gap_16,6,0b71bb8e95461cbb43630d10421c62bdc3dd90867f69bb4a6d6e44e728b32153
qseq_979f53b108929796,calibration,length_32_gap_16,7,0e38600ea130790d6d918ebc76fba1a9be636721859ed3c24fcee6a128b110ea
qseq_cc41c56efbdb7f10,calibration,length_32_gap_16,8,118c582ca059c670faf0bb652ccef2565947b9fb41947a2894ad31b0890f0860
qseq_9c8754dbb395b4fd,calibration,length_32_gap_16,9,12d79f1a3021f854df03ccd5e7c9a3c47c08d91d74ff8a239d54e50899d2742c
qseq_70673c2f156f8d39,calibration,length_32_gap_16,10,14202f55c089ca44842a9e0620eb4ed385b378f9f89db38c25497120549dea6b
qseq_3e433293e9fdca16,calibration,length_32_gap_16,11,1a3eddd6b2defab8bedfb10085e18fe02322ea5fb435d6f4393be9c2bc95d6d8
qseq_3c64b7648c1670e8,calibration,length_32_gap_16,12,1c34f4e480645824e7a3d56fc8ef3f5597e1bea88426fad90909910a08be5fb9
qseq_bcc0c7a5e745d863,calibration,length_32_gap_16,13,1e74c344d3fd221e04c98d2cd68fb661f38bf3df3ee1774d896d810439187581
qseq_8eca98e42721d109,calibration,length_32_gap_16,14,219c2721aafd4d91e7a762173555d1ce8d4dfa3ebfdde33ff854b27a9c4a3d3f
qseq_cdb94007d2a1cb63,calibration,length_32_gap_16,15,2256f768b0e5e0b008ffcbdf5dd2aeaf6ecbbf58ea9316f99f3ccc8030160b80
qseq_e7b200fe71b370c4,calibration,length_32_gap_16,16,26dd3edf8a26b1f6c0dfca1538e28d143e678699f36088961961adb12bf01770
qseq_332f523f946f0c60,calibration,length_32_gap_16,17,26e145724cdca868ded78db686df23a6ba602e14a3c5d2d8c996f5fa7bc5862e
qseq_340bacf5e4f965de,calibration,length_32_gap_16,18,26f04bc268d106eca9240ee5b4a30c87e1f78769c8835d611990679f200d2409
qseq_b0922f654a906bca,calibration,length_32_gap_16,19,29d64c894ce1a5407baef3139abf34d842b01012cad973a3fe4be5b888ed4819
qseq_0ca957c5353b3863,calibration,length_32_gap_16,20,2ae7dca11fedfb77d61ee935f984a05a6c40c932cf656f66b486a3e974201764
qseq_7560b74209314c00,calibration,length_32_gap_16,21,2ae92d6ca849c0ea9d2c081010e80ca0258bf980cdc4d62330005f0f1b9eb483
qseq_4a4548f6f519d388,calibration,length_32_gap_16,22,2bcbfadb3c843b7eb620e79232a47b37b9dbcd27a58e904944732814832e464c
qseq_1f9d2735ad5e2ca6,calibration,length_32_gap_16,23,2c5faf38f67ecc580d8611169641d7600675f4e23b3b2b9ff88425c87a3576d6
qseq_84613d14663bbbe9,calibration,length_32_gap_16,24,2dc18523aa9f4330bfbfb14df723b439200f82a7605687e0d26557f553f9a2c4
qseq_bf652fa330b1d710,calibration,length_32_gap_16,25,2e85f127451b42d129ebc9af6fa4f6d462502e1532e705888b6ee98b858740ad
qseq_83ec4e68586daf2c,calibration,length_32_gap_16,26,30f013ee593fb0db6ea2e4e4c3ecaa4b329e3d77b450d4c5c45ec0bfe6390d5a
qseq_2c2f5d4274d720a3,calibration,length_32_gap_16,27,32d017eaecd7ee366b54ffd91e8e9ee4e11c35c07f0f28ede99d5e9dc2d49929
qseq_92f2482ef549129f,calibration,length_32_gap_16,28,3308ce69754330c6c4e642b27f79cc030786a66a999ce68eb7f02909c9958c34
qseq_2ad43597a3368b5c,calibration,length_32_gap_16,29,3af9fad931b9eb91b49ae086ff6d16a9387f326f7fd3f016acd85ad994f087dd
qseq_e295464fdbf58971,calibration,length_32_gap_16,30,3ba5e25c1120250ace66deec69ea3d0b94dfea7dbb3a891c0ba2dda0d2c11d4e
qseq_eaa4811a3fbab31e,calibration,length_32_gap_16,31,3bcf3f749d9cb362d51871bef47fa8db6db95e5468f9dce2838610c87f147fb9
qseq_a1e91c13b566fb63,calibration,length_32_gap_16,32,3e0dfad745ab6839bc98f16234d9ef718bdd316e6379a118bd2fa73089f00473
qseq_c1561adf99d60e0a,calibration,length_32_gap_16,33,3f58361633a0006af2155d35e77cfe5493e277d0c2bdafe1760de4a782ea2d05
qseq_082b39cdfb277758,calibration,length_32_gap_16,34,4139e6a3f25409aee4dcf1ebb9b5c954e094a2bf6c9c09aabf18c9a8df66cdf4
qseq_95f204bfe800c344,calibration,length_32_gap_16,35,41ddc3df2d5e7e32837e059cca33a23cbff5a7d29cd6e87b42b7039a2041c12f
qseq_f7a167414c890483,calibration,length_32_gap_16,36,45d2928a877538f06ca39d30b0347aa26b179fc05980807f36fec1fab24a8b64
qseq_a606d9daf4b19855,calibration,length_32_gap_16,37,4689bdb7270e2d15ee0523396230ae9248baa68172a5a6f6bba7431fe040e0c2
qseq_e5dc3c833d234f0e,calibration,length_32_gap_16,38,4bb5bc16deaefdc9e5f09ee84258d6782d61102287135ae40cc080f3e6d3e061
qseq_e6d261cea1e472c2,calibration,length_32_gap_16,39,4c1186a945d62e0ef341d05df090ce3429436e104c065777e195892ae16e560a
qseq_25c2e08d2b99203c,calibration,length_32_gap_16,40,4d725d15d1da339c80f5d653f6f291a2cb8631eca5de00b362579d435bd0d749
qseq_f2ca4750ffe923f6,calibration,length_32_gap_16,41,56130508485bd981d8ff60bddcf019267b16e0ff2583de2459e66c335582170d
qseq_bb30451304f9a6a9,calibration,length_32_gap_16,42,59ff9370f3450ce411be82f5b8c36f860b8b5998a6bcff0b0fa80dd7db1dca69
qseq_5d3f1fbcc050c4e2,calibration,length_32_gap_16,43,5a5f81b8ab9b4720514879ec7cb808bbde87ca977f54142795b8869374c3a130
qseq_9154c934ae21fb26,calibration,length_32_gap_16,44,62d64a71ae9803f8a60168c7cf2ec33d00c2f8259216b904352c350be853e3b1
qseq_0a47865125dced54,calibration,length_32_gap_16,45,630632f122efefee7b9816370aff32d105b2da986bd29835bf4976dd5af9d573
qseq_f52d044ff594b319,calibration,length_32_gap_16,46,65e4f07c04c472e716b8534c296c3ce014ad61d655fa20cbef8a6380bbf99a9d
qseq_e0c4e37bf32dcf75,calibration,length_32_gap_16,47,668589b385c680a0ac0f6b72b7f9680ed6d47d1e34ac88292cea917dde6f49b7
qseq_af7432e981e93b5b,calibration,length_32_gap_16,48,68985f41238c9ff154a49364da0fc29523d440b28ce09a634823dc972dde37e6
qseq_97ad09374facd769,calibration,length_32_gap_16,49,6d6da8347ecf44d8757e62f30813b099d54cb2e0fc61fb3836ab608b6fc57eed
qseq_cb0a76017dd365fd,calibration,length_32_gap_16,50,705b3f87daf808d34d096abe3865fce0768f5baec0d34156b8a37bfd3b98955c
qseq_b47b8784a241b1c6,calibration,length_32_gap_16,51,719f7b170639a2f9b60c8d70a26641160ce5b0e95004f83d8131c0ae7d0b726e
qseq_71989a8488caaf51,calibration,length_32_gap_16,52,73fc282a589574eadcc3f3f2b4577c1583e3c8c428c439939016ecfb7f395102
qseq_f90f74e2c4b2e636,calibration,length_32_gap_16,53,75065146893af355a0f590db16b022279f43c9fde0b0b1994fbba4585651b95c
qseq_860aee082fa5c026,calibration,length_32_gap_16,54,777df42559d6f43f46feff68bd8cccc0e9569f277e543656f14dae3e21bbc879
qseq_91b8f5f091952138,calibration,length_32_gap_16,55,77d7c3258a9e12d9e293d3de143695bcae035e84a77dd10073240406581f844e
qseq_cb97131f4d3343a9,calibration,length_32_gap_16,56,7a6ae316307d204acadc5ae7965699fd0f164816726d6f5a8bf27b5f39758257
qseq_64b9db2349041966,calibration,length_32_gap_16,57,7afe71d14cde48135566788daffa864802ff68e5a78448d4f9b2a1852a9a28cc
qseq_a69aa91ea490c597,calibration,length_32_gap_16,58,7c4d576b13aad925d0454a6dc6e09ea71b69ac44314de3f08a2ef4828e9eaec6
qseq_0100115daa28e659,calibration,length_32_gap_16,59,7d3d481350d47a4d70ae84513384aed94dd911b7470e3a35f3baf9045f668f20
qseq_da9b5b00ca231223,calibration,length_32_gap_16,60,7fb17f0e90e4e246fa5b0af7e309c72169e33aabe278ade5cbc147b22225d1da
qseq_58265ff84f2e13ec,calibration,length_32_gap_16,61,8435a4b327553960781e2b6c5a8ea4f651bdf8ffc590d283434f13be4c12293d
qseq_fd6771f165c2af63,calibration,length_32_gap_16,62,86f65149cf9b45255fa3c3c45a6f88f12011f26c726cf09d2006e3188d88c1a6
qseq_b1838c6c55f608f0,calibration,length_32_gap_16,63,88b7883e300032909ea638efc77096ce18614a78ca3ac3f6ee324f7e7c72ba18
qseq_e25e8eb763c44bf0,calibration,length_32_gap_16,64,8d0c677e9f22282a98a46fcc9ac21955eaec33d24ec7170f4bf0be1cba9a2bc3
qseq_ae8824c8ea18aad2,calibration,length_64_gap_8,1,048370c9c20b29078f407db8e9a2f97e8e2354f206ed4de1bb19cb886c11651a
qseq_08f9ce9d39a177fd,calibration,length_64_gap_8,2,04a43a8cecc346e3f81b73712ffc86af49ade96597212b8a7fed632ceef4e150
qseq_ba25b4ff9ce603ef,calibration,length_64_gap_8,3,05201f8187d526ba3a79ac3f09ae5fb7651cc7b28df3e8b132f5fadf55d55b23
qseq_b3bceb123fa7d5ec,calibration,length_64_gap_8,4,09dad77495f6485c32dd939f4b0e6325c9482cc5825de505057d27bcdfd605ac
qseq_877a57b96470756d,calibration,length_64_gap_8,5,0b4b410e15d4e597ccaa7c51b6b709b61ea9c4ac504a142abf15e00d26aafade
qseq_b9d7f1fa875c99d0,calibration,length_64_gap_8,6,0cc6e9f798d768d4982e8722d1804f9dd646cb682161a9e72666b9eefe529fe5
qseq_bb4fb9cca082c2c4,calibration,length_64_gap_8,7,0e5d92d59481a82184d13b2abd2bc0289e3bd121b79f176796160d79ea496a99
qseq_2e120598408758c4,calibration,length_64_gap_8,8,0e969100f2c8d9e1c422470a9a3041a69b545a1d3c3b94029b7afe0a9a63874f
qseq_a237a9dead0da3a2,calibration,length_64_gap_8,9,0eff7a8392a3e5d9d99329677f0278f77a0674ecca00b83225be61482b54ca5e
qseq_9bfff1444e5aa0a3,calibration,length_64_gap_8,10,1003cca5658bd38d6470d5445af16b95409dc242ecabea18f5f676bd30615005
qseq_5a4c13304ee86daa,calibration,length_64_gap_8,11,17f789b894a311603f0973fa35a1dd8cda88e0b55593e5f937548ab24123e20b
qseq_68ced4907f269429,calibration,length_64_gap_8,12,19e60bc202b0067d55c0cfe8f80c633aae65eb454e6080fb64baef168f8a2e75
qseq_d1bdba28f544d799,calibration,length_64_gap_8,13,1b1cbafe5747b0bfeb94d88db26f876c8708c7fee3b9648d8d05a233dfa490d4
qseq_063eb8887368d26c,calibration,length_64_gap_8,14,1bd571d743ac89c6e2316de242bb74efe467338131cec6135c7da8cebda4f385
qseq_a6fe7bfa518f271c,calibration,length_64_gap_8,15,1c53e0b5a48f05fb6a1c74f0dc064f385d96bd990aabcfe05383a3510d1b66d7
qseq_83fa597528c2de6a,calibration,length_64_gap_8,16,1d0e58465e7264c094b966f0c259dba03c9c03b02a5ef627969bec402a3c2158
qseq_031905dc8fd98f3b,calibration,length_64_gap_8,17,1e09c42eb6ef4bbb62acd9b547e409d25673d560a87ee425ccb91f4a42c43bc7
qseq_853e6addf4e8aedb,calibration,length_64_gap_8,18,2389fcaf604f1b21041a3a4753bd10120f9f20248914fce4f9d8a0e43c41f226
qseq_77f253831b6a921d,calibration,length_64_gap_8,19,239a284e64fb3b5dd85e3a2f4073af3a24ca79d0de36372f3dd3b2343a7f9da3
qseq_a36a53dd705cb575,calibration,length_64_gap_8,20,249326c5dbb351e305a5103391bac6eeccefb8b01556dffc32ad47203bd1f32f
qseq_b9f3d5d09a009161,calibration,length_64_gap_8,21,26a4673b22c274f605836ea1694a02e6339865fb4a84130f72015ef9d8b3f7ae
qseq_c72c75f0a2b40676,calibration,length_64_gap_8,22,27158877e513bd098f4e5ac341f9e0396fba5e6884d429a48d5b04558622226d
qseq_429ffa184d06abdb,calibration,length_64_gap_8,23,28272362bbde3ad30f1f0c144b4485318748e58ffc0342beea054d7eac632352
qseq_b528fbc842f7a168,calibration,length_64_gap_8,24,283edf3129996dd88e05f4af6b9f9bc389c687ab18bd58a10a8b4041de54db7c
qseq_dc084949a5577394,calibration,length_64_gap_8,25,2872aee3ebb1121968932f76504102a6ab74c87e38cd28c449129431ee1df039
qseq_7bbd2c793e6ab09b,calibration,length_64_gap_8,26,301b1fdfe7c35a3bf651f6d303849a56821f36893e9ded9cc18aa80ba2421756
qseq_50512cdd143f6f80,calibration,length_64_gap_8,27,31672ba92b93bb98f6aa2324e80db4ed3eca16e6b0abebee066a80cca42abdf5
qseq_04953cdb1b1280f7,calibration,length_64_gap_8,28,354d2833ee945fab18c86996b7e41b822592a4f64649bab3e22210c1463041d5
qseq_e4f9a2a7954effd8,calibration,length_64_gap_8,29,3925351621b16cf734fcd2df988c03d16795eb83c3cff9bfcaa92330bb05d5d6
qseq_07b0e9db340f7815,calibration,length_64_gap_8,30,3f2a45d76b3bdb57510bdd89d7b604eb934e03c7a653a3be4e5d90d6db97f976
qseq_d474cf6afee38e15,calibration,length_64_gap_8,31,41ebe66db1a1b2033f07219a2dd5ffe0636229857dd2ad43224af80c112f8ac6
qseq_133832395b8803fb,calibration,length_64_gap_8,32,4311218732ecacf44b9fb31ea3cf9bec393ff9cdc621c93504f56c41bdba0958
qseq_71ad6d4ee2b16136,calibration,length_64_gap_8,33,460d5f348c0cc3e026d5edbbacf42593e40e6c8a8b32e3987d9df50999cf150a
qseq_b78113a569273d84,calibration,length_64_gap_8,34,477a4f0da394b79da10a03c090f6a495bf58074604f86b08422716007abdbcf1
qseq_59f8cb7819ab3e75,calibration,length_64_gap_8,35,47fc77bc3584bcd9785101aab82d45fbffb3ff3cae7ae43392ad7d6439b11655
qseq_0b4a8f97b612b0fa,calibration,length_64_gap_8,36,48a44bf6202662991346adb59df7acded0aa545e367aa5ddc97d093a0b2f84bf
qseq_00111061ca67072f,calibration,length_64_gap_8,37,48e8789f85898387ab19f01ad48b9669a65b6b83168756e9023fede60848bfc4
qseq_5c3f05d5830454fa,calibration,length_64_gap_8,38,49da968fd1f4849dd29a6071a5eacc6180c5ba3d1e7b942ee7a7f9119b662128
qseq_fd96a8ea36b3a775,calibration,length_64_gap_8,39,52da6740426144f7a16f8220ac6fcfe2ffb63edb8d02a303daa1ac47d4ca4091
qseq_bb3537b51fbc06d3,calibration,length_64_gap_8,40,556d33afeb084012062ed9380ad9a874111888efd6fe34d166a6a57cb8d714f8
qseq_0ba42ff2de22ba4a,calibration,length_64_gap_8,41,55ae5aeaaca673d7d6e0ebcdeae0bf0633d20299539a508d17656c8e1e433f3a
qseq_ef90ba166747da2b,calibration,length_64_gap_8,42,5931c0c61564cdd022b58fd6a4dadbb9ecee2b35b3a1b6bd00c88be4f4ffe0fc
qseq_6c14e7d81b1d1179,calibration,length_64_gap_8,43,63864571b4823151de4bd92b2075b60b6b1e0e158390f34c40891c88fc38f02f
qseq_fab97a3922bc5882,calibration,length_64_gap_8,44,644b15699709c767a0ce002db1f9c259799dcb92309bfa01ee70076c73503cd6
qseq_c4443cd01b10c3b3,calibration,length_64_gap_8,45,6480779eacff30e6ff9fc716a441be4b438d22a558c22b827522b81529c52963
qseq_bde349300082738e,calibration,length_64_gap_8,46,669b4da026cf02728c0f8160a173e044ee0e020e40db5580a64e192f5f1afa15
qseq_5a6b42cdb8dc31b0,calibration,length_64_gap_8,47,684a8e80e6dff76f5d46e9afba10ca1962df96c4ec3b08cb2ec6076ad37db118
qseq_fb68b5f2b762325b,calibration,length_64_gap_8,48,69a47a99f4f2ca6c1dcdd6626c57f19951d5c4dd3d249dc4eac12d5df0e0574e
qseq_b59515605c42bc5b,calibration,length_64_gap_8,49,6a1bf74c2fe48d182018702229d902fde033a960286d763f1ff16e987b52c911
qseq_72f3ed64c9f631c3,calibration,length_64_gap_8,50,6b6425c52f6cdf64643901c0c766e0ecf4e96bebc7ae42deb05e1cc94186d1a8
qseq_c013d4029a88cca1,calibration,length_64_gap_8,51,6eb7c99043a8049bf1ae451a9c3ee40314773c41db01c356ba4c54471e8db76e
qseq_485a89f456fb35f5,calibration,length_64_gap_8,52,6f1d10645d7d0ad7360fbc2e7d7b2636c5a41840372ad38900b6f2b4490231af
qseq_a91215a8af73161b,calibration,length_64_gap_8,53,70b175653e3303f70e71d314fff1d8b1d0e9d5511926630a2be7c50bf1ca4641
qseq_301600dd7c0c60ff,calibration,length_64_gap_8,54,717afe4ecab894711aff2559a97e8ffb07bdd8e142f469ebdf1649b613920bc1
qseq_0e9b7f4446e6a781,calibration,length_64_gap_8,55,75c9b62641fbc33524495ecb9bd2f240d586e73e1f55cee37cf0177cd734fbe8
qseq_d5db7873b204763f,calibration,length_64_gap_8,56,7782fe9252669467329f82aab462befaa77fcab5740e67d21fb25887c1ce860d
qseq_606cdd73320d8cfb,calibration,length_64_gap_8,57,7d7678cf7cf594150791a2e224c9d4870920a3accca448989460c54109521e06
qseq_e0e3da22c79bd2be,calibration,length_64_gap_8,58,8126fab14dc738c6edc9548e84ff41053ae5676494f62c919c955f466820a6a2
qseq_308ebfb788f9e5b3,calibration,length_64_gap_8,59,8196d58819662105f15f9f05f978d0fac3b7bba0af4b6bcc06271cf7c1f936d1
qseq_3cd28202caa2cc6d,calibration,length_64_gap_8,60,82b143093970f9dcaecae12779530cbb55d35e3eb3441ff91ab6c30ff4bbf6e0
qseq_bfd7e4e7f8ec7535,calibration,length_64_gap_8,61,82c395488ee73a8f1661c57a4c2e422cb83b70e961978980de29b4221a8ae233
qseq_149c9b3f9158929c,calibration,length_64_gap_8,62,87d0fe8e1d38a62a1093d51f8149595d4d7d469f2cb6ccdcb812804d40066ffd
qseq_b27cf7ba143e26d1,calibration,length_64_gap_8,63,8914e9f5ccec2e7c28ac511f7e6678dc1db1e958e48d2ac76cfca23449be0b9f
qseq_1ec658904ccd0255,calibration,length_64_gap_8,64,89699d8c20d7c1e6241864e062a6595718091f3c232a11ecd14bda7750f11a44
qseq_1430d7820b9bfe9c,calibration,length_64_gap_16,1,0c3d51227ac9761d40d9e4856ff1e987b83e1f083f90b5adb4c8f921a0131d01
qseq_6cab91b2e919d54b,calibration,length_64_gap_16,2,0ec08c51d74552177917dc820bf2270851d22b58e4b5c3f65403ba5524d858d2
qseq_b63f1866d95c4fc3,calibration,length_64_gap_16,3,118d3dc248ea6d3a60dcc9ff79cd63ad6331dfc450f20ccd25c5e77abe62be7d
qseq_35b5f1e0035f9647,calibration,length_64_gap_16,4,126abf49362589fab1e88c960cda94d8c2f34e8c5f05e88bba28115149b90991
qseq_6013a683296527e7,calibration,length_64_gap_16,5,127b03c5f288cda0fbdf95c822f6d1d42ae42705c20f853a72871583edefc6c9
qseq_c86819fcdc03e7ac,calibration,length_64_gap_16,6,143b1b4f4fd15e3c3c872a74f49bfc7f4d6d56d67d8cdb7a7107c53fbbba631f
qseq_c1e95f14fe34f7d9,calibration,length_64_gap_16,7,15ab0506717535e9a58813d9c1e0ab29a363e70de5db39c92595aca9e361c677
