mask_id,mask_bits,family_id,n_controls,mean_kl_clean_to_intervened,median_kl_clean_to_intervened,maximum_kl_clean_to_intervened,mean_total_variation
qmask_f9ff1c9f8ba69f2e,11100101,length_32_gap_8,128,0.032931267371168305,0.02132108900696035,0.35558724403381342,0.089889561582822297
qmask_f9ff1c9f8ba69f2e,11100101,length_64_gap_16,128,0.013858081054422603,0.01139098592102525,0.072257190942764199,0.061063882894813973
qmask_f9ff1c9f8ba69f2e,11100101,length_64_gap_8,128,0.017922570041264359,0.0162052614614367,0.075321480631828294,0.070777794055174981
qmask_fa363a52954060a1,10110110,all,512,0.015700954115345618,0.01060155266895885,0.28748577833175648,0.062217249447712619
qmask_fa363a52954060a1,10110110,length_32_gap_16,128,0.014631989388362805,0.0090859280899166506,0.092055901885032598,0.059345703179133069
qmask_fa363a52954060a1,10110110,length_32_gap_8,128,0.02367796471844481,0.013188293203711451,0.28748577833175648,0.074698326061479692
qmask_fa363a52954060a1,10110110,length_64_gap_16,128,0.011382284508726975,0.0083477851003407495,0.068342790007591206,0.05482392387057184
qmask_fa363a52954060a1,10110110,length_64_gap_8,128,0.013111577845847881,0.01073801890015595,0.080300822854041998,0.060001044679665883
qmask_fac74048988e3cbb,01010001,all,512,0.0059032531621596215,0.0046565649099647496,0.074300780892372104,0.040360896440688465
qmask_fac74048988e3cbb,01010001,length_32_gap_16,128,0.0053867413271290777,0.0041264337487517998,0.018655765801668101,0.038922734718653325
qmask_fac74048988e3cbb,01010001,length_32_gap_8,128,0.0085165859509288115,0.0067060962319373998,0.074300780892372104,0.047527646733215023
qmask_fac74048988e3cbb,01010001,length_64_gap_16,128,0.0045233455566630679,0.0037165061803534002,0.032181732356548302,0.035821577781462062
qmask_fac74048988e3cbb,01010001,length_64_gap_8,128,0.0051863398139175287,0.0043820361606776497,0.018015410751104299,0.039171626529423464
qmask_fe024629e8134fa2,11110111,all,512,0.022983951444984947,0.016977234743535498,0.37952464818954462,0.076960324971878394
qmask_fe024629e8134fa2,11110111,length_32_gap_16,128,0.019341907518537434,0.0130919055081903,0.1129889488220214,0.070607262314297217
qmask_fe024629e8134fa2,11110111,length_32_gap_8,128,0.036171942418150083,0.024615366011857952,0.37952464818954462,0.094774987752316492
qmask_fe024629e8134fa2,11110111,length_64_gap_16,128,0.015864875305851407,0.01315276138484475,0.071297012269496904,0.065851869847392622
qmask_fe024629e8134fa2,11110111,length_64_gap_8,128,0.020557080537400858,0.017447046004235699,0.078404635190963703,0.076607179973507245
