prompt_id,source_prompt_id,family_id,source_cluster_id,query_position,swapped_position,source_input_ids,input_ids,schema_version
qcontrol_eb5dcb9610c2bf02,qseq_375a520945b7212f,length_64_gap_8,qcluster_locked_test_0026,63,42,30606 28567 24163 37660 87911 68773 106192 59807 104026 91067 98910 127794 114296 66324 105698 55380 49594 76448 50843 119401 88891 6953 76781 76760 38783 85362 118532 114120 26119 121314 27121 126199 116782 140319 39249 42817 55770 97245 86502 112516 4743 136658 85276 80798 34434 95430 27913 106564 44066 38490 31839 105318 52671 131320 61353 131517 6265 3899 136711 64943 64837 70115 60458 131517,30606 28567 24163 37660 87911 68773 106192 59807 104026 91067 98910 127794 114296 66324 105698 55380 49594 76448 50843 119401 88891 6953 76781 76760 38783 85362 118532 114120 26119 121314 27121 126199 116782 140319 39249 42817 55770 97245 86502 112516 4743 136658 131517 80798 34434 95430 27913 106564 44066 38490 31839 105318 52671 131320 61353 131517 6265 3899 136711 64943 64837 70115 60458 85276,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_8077c4b3110a37aa,qseq_8e93b3fb92ea3c72,length_64_gap_8,qcluster_locked_test_0027,63,46,143582 21651 58857 72541 11595 118641 55947 6242 24852 128286 128274 42909 116695 47199 20332 118451 33505 100070 107995 76433 15549 88000 32866 83492 128667 97641 72757 148351 142553 10425 116726 104664 25638 112825 73937 108826 127483 134415 58887 38922 122158 50107 129686 130154 80320 30201 1567 102038 144398 27455 97897 17897 123855 10021 78727 35640 33741 51633 24279 91676 132082 67140 471 35640,143582 21651 58857 72541 11595 118641 55947 6242 24852 128286 128274 42909 116695 47199 20332 118451 33505 100070 107995 76433 15549 88000 32866 83492 128667 97641 72757 148351 142553 10425 116726 104664 25638 112825 73937 108826 127483 134415 58887 38922 122158 50107 129686 130154 80320 30201 35640 102038 144398 27455 97897 17897 123855 10021 78727 35640 33741 51633 24279 91676 132082 67140 471 1567,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_bea905724d4b3bf4,qseq_35fd496faf2c16fe,length_64_gap_8,qcluster_locked_test_0028,63,44,13507 3232 20606 22559 105532 82566 127743 92987 76433 78502 139845 53703 87558 25685 65006 12277 96516 127570 45769 59808 894 79041 141650 87930 44187 117096 113139 134746 100509 42881 82755 39589 147473 123560 28722 20366 20980 39233 144570 51213 141448 26643 56875 67477 128917 50405 90635 23284 58160 54456 128174 59807 55763 96607 35578 63420 131845 88753 150432 82356 76402 60408 145224 63420,13507 3232 20606 22559 105532 82566 127743 92987 76433 78502 139845 53703 87558 25685 65006 12277 96516 127570 45769 59808 894 79041 141650 87930 44187 117096 113139 134746 100509 42881 82755 39589 147473 123560 28722 20366 20980 39233 144570 51213 141448 26643 56875 67477 63420 50405 90635 23284 58160 54456 128174 59807 55763 96607 35578 63420 131845 88753 150432 82356 76402 60408 145224 128917,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_a5c1a068f877bc1b,qseq_36720cbbb9df5951,length_64_gap_8,qcluster_locked_test_0029,63,2,139817 77135 122864 26792 141708 116752 89174 127304 11205 32949 5159 117930 71807 18717 54144 41638 19825 97699 39580 3632 502 60550 87911 65224 12808 141574 93533 125443 132161 87584 55670 92881 146118 115608 68333 70116 126030 105861 21775 93321 39621 102977 31585 22817 74551 128287 51644 48086 132982 143267 71712 82089 83644 123418 115802 116766 25002 77186 98413 47564 25001 64523 7240 116766,139817 77135 116766 26792 141708 116752 89174 127304 11205 32949 5159 117930 71807 18717 54144 41638 19825 97699 39580 3632 502 60550 87911 65224 12808 141574 93533 125443 132161 87584 55670 92881 146118 115608 68333 70116 126030 105861 21775 93321 39621 102977 31585 22817 74551 128287 51644 48086 132982 143267 71712 82089 83644 123418 115802 116766 25002 77186 98413 47564 25001 64523 7240 122864,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_253a2f62522c040e,qseq_6c8f9d53ec4cb48c,length_64_gap_8,qcluster_locked_test_0030,63,47,122978 130630 42459 116624 35774 100294 90116 110416 117954 24207 119171 8910 21845 125286 73709 63417 80853 39955 104026 53725 149085 74834 81164 7446 80786 125646 103193 110015 52671 10441 91067 39589 53786 80209 62767 4976 42507 41932 106657 63526 50926 145412 136984 6899 69606 54079 123560 104671 119377 116766 57569 42129 4397 90991 50518 88309 146668 56835 123790 121243 20332 120575 33628 88309,122978 130630 42459 116624 35774 100294 90116 110416 117954 24207 119171 8910 21845 125286 73709 63417 80853 39955 104026 53725 149085 74834 81164 7446 80786 125646 103193 110015 52671 10441 91067 39589 53786 80209 62767 4976 42507 41932 106657 63526 50926 145412 136984 6899 69606 54079 123560 88309 119377 116766 57569 42129 4397 90991 50518 88309 146668 56835 123790 121243 20332 120575 33628 104671,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_767ad4d987aecbc0,qseq_dffdba9329636b87,length_64_gap_8,qcluster_locked_test_0031,63,47,114357 1389 79717 127304 117323 125490 102023 100518 100911 11992 42535 6236 75631 88815 125231 4572 15880 141312 30765 120515 81059 49845 33741 68477 117155 112489 15824 11224 5342 55763 10557 101269 88337 58948 98171 141390 22811 80853 6627 10564 94196 15254 47599 105655 31808 94274 83644 26758 142807 50245 37152 76857 16450 75864 105151 60714 53338 47199 103717 60815 128103 24058 15383 60714,114357 1389 79717 127304 117323 125490 102023 100518 100911 11992 42535 6236 75631 88815 125231 4572 15880 141312 30765 120515 81059 49845 33741 68477 117155 112489 15824 11224 5342 55763 10557 101269 88337 58948 98171 141390 22811 80853 6627 10564 94196 15254 47599 105655 31808 94274 83644 60714 142807 50245 37152 76857 16450 75864 105151 60714 53338 47199 103717 60815 128103 24058 15383 26758,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_2e0aa6e194e71adf,qseq_8f07446d80c04bb4,length_64_gap_8,qcluster_locked_test_0032,63,6,120424 33270 77964 97163 135584 63622 2286 119333 105698 51404 132082 55380 24003 101118 145624 81873 76546 139095 21637 38469 34298 76895 143463 137224 47199 66211 40907 63925 75786 63183 114745 4348 144484 110169 78502 56509 777 63354 31808 44143 56414 128339 128730 9033 17231 125646 138250 39686 36062 142824 128111 19778 119396 47351 48637 63656 12510 45052 102214 137233 75655 5856 102023 63656,120424 33270 77964 97163 135584 63622 63656 119333 105698 51404 132082 55380 24003 101118 145624 81873 76546 139095 21637 38469 34298 76895 143463 137224 47199 66211 40907 63925 75786 63183 114745 4348 144484 110169 78502 56509 777 63354 31808 44143 56414 128339 128730 9033 17231 125646 138250 39686 36062 142824 128111 19778 119396 47351 48637 63656 12510 45052 102214 137233 75655 5856 102023 2286,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_bd2352ade1f23782,qseq_85e1b5c54c7bf95f,length_64_gap_8,qcluster_locked_test_0033,63,34,93362 93017 126530 19661 138709 131605 110169 76781 65224 104268 116189 79836 122422 75125 27935 4836 144034 121026 97466 91724 56192 99280 101624 139897 146451 68737 72906 145004 98285 101958 79991 108286 143585 131816 86112 51695 38979 134660 67219 53279 15546 96656 134751 117600 88079 40153 43326 48287 32684 119545 136658 22817 146679 85362 76097 105505 35967 4825 77995 104932 96357 127245 143463 105505,93362 93017 126530 19661 138709 131605 110169 76781 65224 104268 116189 79836 122422 75125 27935 4836 144034 121026 97466 91724 56192 99280 101624 139897 146451 68737 72906 145004 98285 101958 79991 108286 143585 131816 105505 51695 38979 134660 67219 53279 15546 96656 134751 117600 88079 40153 43326 48287 32684 119545 136658 22817 146679 85362 76097 105505 35967 4825 77995 104932 96357 127245 143463 86112,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_957889a379135fd9,qseq_7db9983802a1f9c8,length_64_gap_8,qcluster_locked_test_0034,63,15,36587 71874 100738 85292 69863 24450 94786 14204 130046 117954 73468 103228 128174 132835 93813 37904 75300 84658 20551 63420 121243 14972 29437 8726 22502 69226 51213 101852 113544 136920 4190 149155 23918 44020 140685 48467 70048 62433 81988 105413 142807 31587 43534 109149 95453 115482 140012 40591 90635 53100 54724 68505 62388 41381 48287 75124 102040 88000 50949 129352 41963 23963 113249 75124,36587 71874 100738 85292 69863 24450 94786 14204 130046 117954 73468 103228 128174 132835 93813 75124 75300 84658 20551 63420 121243 14972 29437 8726 22502 69226 51213 101852 113544 136920 4190 149155 23918 44020 140685 48467 70048 62433 81988 105413 142807 31587 43534 109149 95453 115482 140012 40591 90635 53100 54724 68505 62388 41381 48287 75124 102040 88000 50949 129352 41963 23963 113249 37904,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_2027ccaf38938e3f,qseq_7c2673450f38a55c,length_64_gap_8,qcluster_locked_test_0035,63,10,142426 10274 29858 48637 111193 27952 141827 64943 70864 10344 69058 106232 131081 118992 88873 57276 17080 79836 93306 46702 47599 1064 36653 24922 11772 127234 49772 48797 106303 106683 80965 30177 101440 135584 42881 111088 25658 58857 143224 46703 17325 83950 14876 39829 35095 102038 60199 76550 76433 103980 20802 124955 101251 84132 130403 18213 129211 33046 14650 102107 119470 20332 91830 18213,142426 10274 29858 48637 111193 27952 141827 64943 70864 10344 18213 106232 131081 118992 88873 57276 17080 79836 93306 46702 47599 1064 36653 24922 11772 127234 49772 48797 106303 106683 80965 30177 101440 135584 42881 111088 25658 58857 143224 46703 17325 83950 14876 39829 35095 102038 60199 76550 76433 103980 20802 124955 101251 84132 130403 18213 129211 33046 14650 102107 119470 20332 91830 69058,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_f7195bdd07abf56f,qseq_a78dff08bd0302b7,length_64_gap_8,qcluster_locked_test_0036,63,5,126259 88734 65416 141071 42397 116932 65265 88891 139352 44064 91724 76972 134561 19336 79615 63417 28505 125854 66120 129856 133659 40220 54118 111692 84550 92145 27842 22868 13173 141794 56843 72168 143702 76536 86109 17923 11772 119314 5648 131254 120038 143372 92021 99911 144034 94274 81286 95314 27472 148897 26119 92421 69058 148414 134297 23681 41444 134415 138109 66324 48288 47762 97997 23681,126259 88734 65416 141071 42397 23681 65265 88891 139352 44064 91724 76972 134561 19336 79615 63417 28505 125854 66120 129856 133659 40220 54118 111692 84550 92145 27842 22868 13173 141794 56843 72168 143702 76536 86109 17923 11772 119314 5648 131254 120038 143372 92021 99911 144034 94274 81286 95314 27472 148897 26119 92421 69058 148414 134297 23681 41444 134415 138109 66324 48288 47762 97997 116932,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_baf74e2195bfab3c,qseq_69e3a4edf6eece69,length_64_gap_8,qcluster_locked_test_0037,63,15,21179 127304 30133 87461 99398 11925 105513 106385 3944 148246 38355 31686 67771 45446 100532 109670 136984 104713 1173 93530 98443 143267 120302 127743 52250 129856 131087 61147 79482 62175 96592 15254 16033 111575 22373 54821 36578 138250 58795 99417 60547 58506 28074 77329 64177 71266 72790 25290 81059 80813 78862 27348 55690 16377 76087 71277 115972 97838 6324 40151 115609 66455 139755 71277,21179 127304 30133 87461 99398 11925 105513 106385 3944 148246 38355 31686 67771 45446 100532 71277 136984 104713 1173 93530 98443 143267 120302 127743 52250 129856 131087 61147 79482 62175 96592 15254 16033 111575 22373 54821 36578 138250 58795 99417 60547 58506 28074 77329 64177 71266 72790 25290 81059 80813 78862 27348 55690 16377 76087 71277 115972 97838 6324 40151 115609 66455 139755 109670,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_848a19277614ed82,qseq_7e48f3ad2d3b67da,length_64_gap_8,qcluster_locked_test_0038,63,61,122226 31564 31813 49240 139897 59078 11454 36151 33045 117791 84536 16072 591 134658 27856 129362 146349 46930 54645 28985 40741 40963 7099 13728 5342 101152 13226 29629 75320 99580 28070 36531 141022 146438 19192 1567 84132 139256 47674 56835 58897 21066 45938 52297 50843 4572 118940 140541 120887 100837 117172 3290 70065 29789 17633 131991 76016 70424 109779 131340 22934 139911 145154 131991,122226 31564 31813 49240 139897 59078 11454 36151 33045 117791 84536 16072 591 134658 27856 129362 146349 46930 54645 28985 40741 40963 7099 13728 5342 101152 13226 29629 75320 99580 28070 36531 141022 146438 19192 1567 84132 139256 47674 56835 58897 21066 45938 52297 50843 4572 118940 140541 120887 100837 117172 3290 70065 29789 17633 131991 76016 70424 109779 131340 22934 131991 145154 139911,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_9389cf09f1d65366,qseq_2c98eae8bfe57776,length_64_gap_8,qcluster_locked_test_0039,63,61,54456 45650 140975 127134 27552 144683 143162 83861 64895 17142 30947 83924 117181 68841 93542 137667 77458 22030 104847 139095 122700 21946 64343 127840 18837 1692 20200 143969 57321 110545 119125 116980 115374 22559 142072 92900 128289 134325 25002 87042 35774 7043 112257 32157 34298 32337 108610 39589 68352 105152 33633 150432 115482 124431 70116 78772 16943 115137 26012 89257 101254 117161 88800 78772,54456 45650 140975 127134 27552 144683 143162 83861 64895 17142 30947 83924 117181 68841 93542 137667 77458 22030 104847 139095 122700 21946 64343 127840 18837 1692 20200 143969 57321 110545 119125 116980 115374 22559 142072 92900 128289 134325 25002 87042 35774 7043 112257 32157 34298 32337 108610 39589 68352 105152 33633 150432 115482 124431 70116 78772 16943 115137 26012 89257 101254 78772 88800 117161,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_82340e2efa21ff78,qseq_a56bb04b9de16cff,length_64_gap_8,qcluster_locked_test_0040,63,54,63975 83639 120515 26205 118834 86109 96048 133488 22239 85198 52795 55204 51644 143357 33899 17080 101595 133783 150432 40691 102071 24929 36495 34055 139352 88873 125493 86112 3717 55087 84565 98031 2200 130821 35746 147402 31730 149886 2525 20200 72119 29807 70115 53786 11425 26012 15073 36576 67912 43039 21946 18988 109670 15626 143245 83232 101641 103752 105520 111179 105861 51209 28104 83232,63975 83639 120515 26205 118834 86109 96048 133488 22239 85198 52795 55204 51644 143357 33899 17080 101595 133783 150432 40691 102071 24929 36495 34055 139352 88873 125493 86112 3717 55087 84565 98031 2200 130821 35746 147402 31730 149886 2525 20200 72119 29807 70115 53786 11425 26012 15073 36576 67912 43039 21946 18988 109670 15626 83232 83232 101641 103752 105520 111179 105861 51209 28104 143245,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_f56a9da7c68a3429,qseq_9317ab11de005e9d,length_64_gap_8,qcluster_locked_test_0041,63,42,21179 73997 39490 52482 129975 59245 69500 36576 122467 139398 9926 8112 73409 36230 55299 34882 126485 38658 36062 87370 116500 100509 39091 101641 11595 58916 47384 54087 51210 143155 8117 13511 91371 40340 98492 125209 2525 136540 76972 114775 81106 137411 67295 15210 3673 8060 8057 120302 10161 36578 135887 133309 26715 134078 67734 102105 114761 105270 139415 145321 148180 47534 96010 102105,21179 73997 39490 52482 129975 59245 69500 36576 122467 139398 9926 8112 73409 36230 55299 34882 126485 38658 36062 87370 116500 100509 39091 101641 11595 58916 47384 54087 51210 143155 8117 13511 91371 40340 98492 125209 2525 136540 76972 114775 81106 137411 102105 15210 3673 8060 8057 120302 10161 36578 135887 133309 26715 134078 67734 102105 114761 105270 139415 145321 148180 47534 96010 67295,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_8dfd8c4f97a39076,qseq_beb8c2ba83d226bc,length_64_gap_8,qcluster_locked_test_0042,63,1,27264 15888 27474 36346 86502 5109 58506 4162 3544 147473 112391 128111 106769 65863 55763 46011 25002 12748 59483 94422 107292 78937 38765 80883 120174 100109 38025 70048 14876 78245 75763 116782 61203 86286 1266 118486 54240 94786 29789 74551 128103 77917 139896 14529 38355 146441 147402 97245 130821 120736 98980 12808 73938 36062 12090 9816 58218 1173 92609 10576 19336 126504 43539 9816,27264 9816 27474 36346 86502 5109 58506 4162 3544 147473 112391 128111 106769 65863 55763 46011 25002 12748 59483 94422 107292 78937 38765 80883 120174 100109 38025 70048 14876 78245 75763 116782 61203 86286 1266 118486 54240 94786 29789 74551 128103 77917 139896 14529 38355 146441 147402 97245 130821 120736 98980 12808 73938 36062 12090 9816 58218 1173 92609 10576 19336 126504 43539 15888,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_ade04fbb5855cd75,qseq_8b175f4217747972,length_64_gap_8,qcluster_locked_test_0043,63,58,90447 130050 77964 51547 4003 22446 34153 110023 33481 10021 70359 69058 36653 127927 110720 23578 130523 68805 4054 21637 40916 93061 39018 101392 143585 8972 133078 35292 150175 27344 16108 74840 93280 135273 35309 33861 129833 18733 116387 105951 90009 67675 41793 46011 85440 109931 91238 35915 24354 105388 114572 101251 3992 116454 106040 35261 394 119091 26194 129203 136984 86661 150848 35261,90447 130050 77964 51547 4003 22446 34153 110023 33481 10021 70359 69058 36653 127927 110720 23578 130523 68805 4054 21637 40916 93061 39018 101392 143585 8972 133078 35292 150175 27344 16108 74840 93280 135273 35309 33861 129833 18733 116387 105951 90009 67675 41793 46011 85440 109931 91238 35915 24354 105388 114572 101251 3992 116454 106040 35261 394 119091 35261 129203 136984 86661 150848 26194,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_6bc6219e32da7331,qseq_b18255ff3a171b62,length_64_gap_8,qcluster_locked_test_0044,63,53,64523 18079 65622 1781 147823 103208 87866 95030 12931 25080 88560 86286 11887 63314 118707 101392 68841 86525 8972 15515 53338 110391 41221 123686 11972 24781 55870 110441 59938 129130 80711 111784 49061 54208 134293 150609 145692 78635 78074 33309 58760 107505 82510 40973 33045 83475 50609 58726 121101 5846 44936 111671 54029 35686 150230 116189 44020 139275 35549 97261 68044 40641 6800 116189,64523 18079 65622 1781 147823 103208 87866 95030 12931 25080 88560 86286 11887 63314 118707 101392 68841 86525 8972 15515 53338 110391 41221 123686 11972 24781 55870 110441 59938 129130 80711 111784 49061 54208 134293 150609 145692 78635 78074 33309 58760 107505 82510 40973 33045 83475 50609 58726 121101 5846 44936 111671 54029 116189 150230 116189 44020 139275 35549 97261 68044 40641 6800 35686,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_8bc56ecf7557dc5b,qseq_5156c5ae421bdb18,length_64_gap_8,qcluster_locked_test_0045,63,16,63176 33938 146451 94196 127927 96656 86906 56798 148400 62428 103810 5847 17166 102720 21768 118594 48520 118365 93489 24691 47487 123937 87996 120002 146879 2105 13431 97968 818 47425 138414 15588 139043 2186 117172 131704 104847 9342 82354 17923 136354 22107 143740 42383 59000 64821 60550 136464 81125 52671 91615 19439 43479 75043 123269 95142 129833 112257 150605 54171 54531 29858 18955 95142,63176 33938 146451 94196 127927 96656 86906 56798 148400 62428 103810 5847 17166 102720 21768 118594 95142 118365 93489 24691 47487 123937 87996 120002 146879 2105 13431 97968 818 47425 138414 15588 139043 2186 117172 131704 104847 9342 82354 17923 136354 22107 143740 42383 59000 64821 60550 136464 81125 52671 91615 19439 43479 75043 123269 95142 129833 112257 150605 54171 54531 29858 18955 48520,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_beec1e637d232bac,qseq_a4c15d46fdc7b621,length_64_gap_8,qcluster_locked_test_0046,63,49,126043 96492 91793 97997 21206 106232 34104 116120 83639 122895 32459 25127 24388 51213 149876 67905 32949 34245 147665 132835 26353 107704 15247 9473 57268 20551 114624 50086 113139 26457 104027 144420 141147 2355 45102 148351 67287 26150 136524 112489 74235 39091 23922 106656 125462 71518 106998 55063 126225 57081 3028 97409 132896 61345 17034 120830 37152 46816 135221 105093 97262 112060 68476 120830,126043 96492 91793 97997 21206 106232 34104 116120 83639 122895 32459 25127 24388 51213 149876 67905 32949 34245 147665 132835 26353 107704 15247 9473 57268 20551 114624 50086 113139 26457 104027 144420 141147 2355 45102 148351 67287 26150 136524 112489 74235 39091 23922 106656 125462 71518 106998 55063 126225 120830 3028 97409 132896 61345 17034 120830 37152 46816 135221 105093 97262 112060 68476 57081,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_f7c536aadce9d2ce,qseq_e6dcf5cf9a43efb4,length_64_gap_8,qcluster_locked_test_0047,63,53,117023 115374 60480 142987 142839 116782 8643 56509 67419 134561 57368 41236 58673 148525 96592 146023 57607 84900 65078 86109 108605 119091 96222 80478 136984 11062 53570 88812 71277 147070 92922 140995 13765 97629 60813 145481 42888 105413 52003 130653 105206 126030 29415 146109 109133 107190 117293 53084 128965 11924 79108 147629 41316 59978 79711 146361 106535 114296 112311 56809 41622 28993 26792 146361,117023 115374 60480 142987 142839 116782 8643 56509 67419 134561 57368 41236 58673 148525 96592 146023 57607 84900 65078 86109 108605 119091 96222 80478 136984 11062 53570 88812 71277 147070 92922 140995 13765 97629 60813 145481 42888 105413 52003 130653 105206 126030 29415 146109 109133 107190 117293 53084 128965 11924 79108 147629 41316 146361 79711 146361 106535 114296 112311 56809 41622 28993 26792 59978,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_9cb0a9047276c2fc,qseq_c3a0b4e1f4629bca,length_64_gap_8,qcluster_locked_test_0048,63,44,75125 108325 4410 109405 16433 34706 39481 126048 46703 105301 145140 51818 146181 133783 46011 145321 137893 82389 53262 74809 61896 110720 51590 62767 57680 29723 56192 72028 122847 18136 100911 135811 81595 140012 71919 18629 21692 42581 69421 111570 115794 51884 51910 83912 141827 2355 76760 36073 119012 34268 48086 10161 101516 73557 20735 82488 105951 54957 107462 108501 141984 90514 76972 82488,75125 108325 4410 109405 16433 34706 39481 126048 46703 105301 145140 51818 146181 133783 46011 145321 137893 82389 53262 74809 61896 110720 51590 62767 57680 29723 56192 72028 122847 18136 100911 135811 81595 140012 71919 18629 21692 42581 69421 111570 115794 51884 51910 83912 82488 2355 76760 36073 119012 34268 48086 10161 101516 73557 20735 82488 105951 54957 107462 108501 141984 90514 76972 141827,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_8a328461142d61fe,qseq_153c1c9620fbfeda,length_64_gap_8,qcluster_locked_test_0049,63,27,80156 89047 129975 112825 85866 125254 143775 78328 82716 94085 63406 129130 33325 95181 55690 137893 108889 1678 28505 547 15363 137673 128327 84612 91159 78422 74987 81045 132082 37011 149616 12553 29180 66843 47106 142898 32874 26715 4003 29904 54724 116766 9415 45446 99340 21279 102084 42507 149909 62767 13788 74177 10545 139778 64132 54645 51787 8498 39296 145755 34541 112241 129932 54645,80156 89047 129975 112825 85866 125254 143775 78328 82716 94085 63406 129130 33325 95181 55690 137893 108889 1678 28505 547 15363 137673 128327 84612 91159 78422 74987 54645 132082 37011 149616 12553 29180 66843 47106 142898 32874 26715 4003 29904 54724 116766 9415 45446 99340 21279 102084 42507 149909 62767 13788 74177 10545 139778 64132 54645 51787 8498 39296 145755 34541 112241 129932 81045,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_d12c50b2ae2eee79,qseq_be924c81164b57b6,length_64_gap_8,qcluster_locked_test_0050,63,22,12336 101080 52302 103752 151517 109988 26457 98980 54770 66843 101641 34058 38922 12814 73382 4172 92573 20245 62730 121398 138368 78210 35746 110545 21279 99580 45460 30606 78727 34418 76573 11600 61441 142198 20551 70864 35686 79803 88845 118832 45038 26780 10348 35212 131454 25546 26756 4381 15254 88309 64343 100406 4572 60480 9816 105301 129326 3673 86316 36572 126000 107190 36576 105301,12336 101080 52302 103752 151517 109988 26457 98980 54770 66843 101641 34058 38922 12814 73382 4172 92573 20245 62730 121398 138368 78210 105301 110545 21279 99580 45460 30606 78727 34418 76573 11600 61441 142198 20551 70864 35686 79803 88845 118832 45038 26780 10348 35212 131454 25546 26756 4381 15254 88309 64343 100406 4572 60480 9816 105301 129326 3673 86316 36572 126000 107190 36576 35746,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_77c208d1698b1bd6,qseq_85f0bc280fe8faf5,length_64_gap_8,qcluster_locked_test_0051,63,20,144245 50506 33690 50261 145081 108823 12090 64981 44171 81988 39046 137233 67381 90044 147070 71878 93671 47513 75077 116454 137037 85198 15879 11276 63975 72379 2967 143682 122331 63577 105951 92236 129346 12829 6265 38262 8879 112947 106385 69606 10441 442 52254 103228 40741 114020 62069 110499 95521 123068 118643 85380 58312 57276 102642 111714 105388 63314 34255 4173 122139 42378 106582 111714,144245 50506 33690 50261 145081 108823 12090 64981 44171 81988 39046 137233 67381 90044 147070 71878 93671 47513 75077 116454 111714 85198 15879 11276 63975 72379 2967 143682 122331 63577 105951 92236 129346 12829 6265 38262 8879 112947 106385 69606 10441 442 52254 103228 40741 114020 62069 110499 95521 123068 118643 85380 58312 57276 102642 111714 105388 63314 34255 4173 122139 42378 106582 137037,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_74e3375b808e1b96,qseq_2167b04e0d4b0a1f,length_64_gap_8,qcluster_locked_test_0052,63,4,69828 69863 88651 58887 117023 72359 128819 11894 88205 144420 37930 1389 67381 128730 90514 45724 80095 117639 88952 83310 132186 49621 101365 67695 134637 109499 119919 101356 28104 26683 115522 68960 35774 67752 120322 81316 148134 17923 122298 123406 118501 3824 38979 122158 49890 127059 13511 88135 108561 133007 102023 143200 35230 127743 127927 2659 41622 92880 9205 103214 85078 87996 125610 2659,69828 69863 88651 58887 2659 72359 128819 11894 88205 144420 37930 1389 67381 128730 90514 45724 80095 117639 88952 83310 132186 49621 101365 67695 134637 109499 119919 101356 28104 26683 115522 68960 35774 67752 120322 81316 148134 17923 122298 123406 118501 3824 38979 122158 49890 127059 13511 88135 108561 133007 102023 143200 35230 127743 127927 2659 41622 92880 9205 103214 85078 87996 125610 117023,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_c42233fa17c395ee,qseq_8d254b0bbc7e29b9,length_64_gap_8,qcluster_locked_test_0053,63,1,53516 29670 146266 4397 33325 143585 138212 59019 40058 146438 82364 129874 66779 83950 101058 72251 76063 141312 110391 85292 9682 28041 13989 70529 150936 117023 88419 88854 118501 35659 134293 60644 111484 44171 87042 31813 2659 6953 57607 83639 121653 40973 95121 73878 53279 40220 17080 7095 37839 43316 7043 26676 15888 141303 132125 38585 137893 110545 122895 24622 11272 2066 26353 38585,53516 38585 146266 4397 33325 143585 138212 59019 40058 146438 82364 129874 66779 83950 101058 72251 76063 141312 110391 85292 9682 28041 13989 70529 150936 117023 88419 88854 118501 35659 134293 60644 111484 44171 87042 31813 2659 6953 57607 83639 121653 40973 95121 73878 53279 40220 17080 7095 37839 43316 7043 26676 15888 141303 132125 38585 137893 110545 122895 24622 11272 2066 26353 29670,observerbench.qwen_induction.matched_non_induction.v1
qcontrol_87e67d79a88b845c,qseq_fe986a19c93c05ab,length_64_gap_8,qcluster_locked_test_0054,63,50,124613 37149 137618 50506 140334 17763 84439 103980 114071 62500 10733 126485 72757 63176 83327 82510 95291 57081 57310 66664 26683 136417 91917 81606 123363 118643 65451 79135 104676 2355 143151 32337 106264 146542 72667 131991 94281 54945 91825 112092 38922 68763 10762 142824 108166 109911 125717 95175 105861 591 114969 49470 8211 54774 112311 103208 102720 33045 108610 101516 115608 20517 75143 103208,124613 37149 137618 50506 140334 17763 84439 103980 114071 62500 10733 126485 72757 63176 83327 82510 95291 57081 57310 66664 26683 136417 91917 81606 123363 118643 65451 79135 104676 2355 143151 32337 106264 146542 72667 131991 94281 54945 91825 112092 38922 68763 10762 142824 108166 109911 125717 95175 105861 591 103208 49470 8211 54774 112311 103208 102720 33045 108610 101516 115608 20517 75143 114969,observerbench.qwen_induction.matched_non_induction.v1
