prompt_id,split,template_id,structure,unordered_name_pair_id,pair_orientation,io_name,s_name,prompt,answer,counterfactual_answer,answer_token_id,counterfactual_token_id
phase7_prompt_810556e9db701dec,test,abba_store,ABBA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"When Robin and Holly went to the store, Holly gave a bottle of milk to",Robin,Holly,12325,7764
phase7_prompt_b08b0877ad6f55f3,test,abba_store,ABBA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"When Christina and Gina went to the store, Gina gave a bottle of milk to",Christina,Gina,33673,43002
phase7_prompt_e6051e1be21eb12d,test,abba_store,ABBA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"When Gina and Christina went to the store, Christina gave a bottle of milk to",Gina,Christina,43002,33673
phase7_prompt_9aae4ecf1b11d397,test,baba_meeting,BABA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"Because Tina and Heather attended the meeting, Tina sent a short note to",Heather,Tina,24253,35903
phase7_prompt_59a03e14943f364e,test,baba_meeting,BABA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"Because Heather and Tina attended the meeting, Heather sent a short note to",Tina,Heather,35903,24253
phase7_prompt_9ccb9d934ddd4c0a,test,baba_meeting,BABA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"Because Cheryl and Brooke attended the meeting, Cheryl sent a short note to",Brooke,Cheryl,46459,37958
phase7_prompt_228d38e94338e0c7,test,baba_meeting,BABA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"Because Brooke and Cheryl attended the meeting, Brooke sent a short note to",Cheryl,Brooke,37958,46459
phase7_prompt_c0e0d17fb04c6221,test,baba_meeting,BABA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"Because Margaret and Chloe attended the meeting, Margaret sent a short note to",Chloe,Margaret,29476,19579
phase7_prompt_96edf3fc71885baf,test,baba_meeting,BABA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"Because Chloe and Margaret attended the meeting, Chloe sent a short note to",Margaret,Chloe,19579,29476
phase7_prompt_cf85f69e3f0964dc,test,baba_meeting,BABA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"Because Wendy and Eva attended the meeting, Wendy sent a short note to",Eva,Wendy,32355,28314
phase7_prompt_68e3155fe67dae97,test,baba_meeting,BABA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"Because Eva and Wendy attended the meeting, Eva sent a short note to",Wendy,Eva,28314,32355
phase7_prompt_02450db20d154b4d,test,baba_meeting,BABA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"Because Anne and Amelia attended the meeting, Anne sent a short note to",Amelia,Anne,49769,15397
phase7_prompt_cb17f62cebb55e82,test,baba_meeting,BABA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"Because Amelia and Anne attended the meeting, Amelia sent a short note to",Anne,Amelia,15397,49769
phase7_prompt_1e76850f31bcc396,test,baba_meeting,BABA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"Because Natalie and Marie attended the meeting, Natalie sent a short note to",Marie,Natalie,20492,35571
phase7_prompt_202cbec584f4df98,test,baba_meeting,BABA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"Because Marie and Natalie attended the meeting, Marie sent a short note to",Natalie,Marie,35571,20492
phase7_prompt_4cb9154a4525e5c6,test,baba_meeting,BABA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"Because Kimberly and Jill attended the meeting, Kimberly sent a short note to",Jill,Kimberly,22772,48685
phase7_prompt_d8cf2d9cd8c24ee9,test,baba_meeting,BABA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"Because Jill and Kimberly attended the meeting, Jill sent a short note to",Kimberly,Jill,48685,22772
phase7_prompt_72f7d7fd96fa4c41,test,baba_meeting,BABA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"Because Virginia and Judy attended the meeting, Virginia sent a short note to",Judy,Virginia,26395,6025
phase7_prompt_eee83b6480c8ac17,test,baba_meeting,BABA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"Because Judy and Virginia attended the meeting, Judy sent a short note to",Virginia,Judy,6025,26395
phase7_prompt_48593a5a94a66bca,test,baba_meeting,BABA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"Because Maya and Lisa attended the meeting, Maya sent a short note to",Lisa,Maya,15378,26041
phase7_prompt_c96e83dada293792,test,baba_meeting,BABA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"Because Lisa and Maya attended the meeting, Lisa sent a short note to",Maya,Lisa,26041,15378
phase7_prompt_7ca0a79f2777a425,test,baba_meeting,BABA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"Because Sarah and Peggy attended the meeting, Sarah sent a short note to",Peggy,Sarah,40910,10490
phase7_prompt_fbac73f57cb5e46d,test,baba_meeting,BABA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"Because Peggy and Sarah attended the meeting, Peggy sent a short note to",Sarah,Peggy,10490,40910
phase7_prompt_99fa114b8fcd6d62,test,baba_meeting,BABA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"Because Elizabeth and Charlotte attended the meeting, Elizabeth sent a short note to",Charlotte,Elizabeth,14685,10674
phase7_prompt_1cada5cdee976834,test,baba_meeting,BABA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"Because Charlotte and Elizabeth attended the meeting, Charlotte sent a short note to",Elizabeth,Charlotte,10674,14685
phase7_prompt_6a83dcc508aa0a95,test,baba_meeting,BABA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"Because Megan and Amber attended the meeting, Megan sent a short note to",Amber,Megan,21896,27616
phase7_prompt_a6a8c3fb939e491c,test,baba_meeting,BABA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"Because Amber and Megan attended the meeting, Amber sent a short note to",Megan,Amber,27616,21896
phase7_prompt_984bdf380d82b72b,test,baba_meeting,BABA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"Because Judith and Claire attended the meeting, Judith sent a short note to",Claire,Judith,20758,39987
phase7_prompt_82082b8f04275d3e,test,baba_meeting,BABA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"Because Claire and Judith attended the meeting, Claire sent a short note to",Judith,Claire,39987,20758
phase7_prompt_77f17966f2d98436,test,baba_meeting,BABA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"Because Valerie and Bonnie attended the meeting, Valerie sent a short note to",Bonnie,Valerie,39203,45603
phase7_prompt_3296157ebe502b3a,test,baba_meeting,BABA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"Because Bonnie and Valerie attended the meeting, Bonnie sent a short note to",Valerie,Bonnie,45603,39203
phase7_prompt_5052446ab95acb2d,test,baba_meeting,BABA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"Because Madison and Joan attended the meeting, Madison sent a short note to",Joan,Madison,26640,14909
phase7_prompt_6dbb311de8236c62,test,baba_meeting,BABA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"Because Joan and Madison attended the meeting, Joan sent a short note to",Madison,Joan,14909,26640
phase7_prompt_f6ce1ce1bb58eb7b,test,baba_meeting,BABA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"Because Melissa and Ellie attended the meeting, Melissa sent a short note to",Ellie,Melissa,44801,24164
phase7_prompt_2968030da2c443e9,test,baba_meeting,BABA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"Because Ellie and Melissa attended the meeting, Ellie sent a short note to",Melissa,Ellie,24164,44801
phase7_prompt_b99430868fd02ffd,test,baba_meeting,BABA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"Because Lydia and Leslie attended the meeting, Lydia sent a short note to",Leslie,Lydia,26909,47766
phase7_prompt_d34c30344865bbe7,test,baba_meeting,BABA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"Because Leslie and Lydia attended the meeting, Leslie sent a short note to",Lydia,Leslie,47766,26909
phase7_prompt_8e85eb62b92b31bd,test,baba_meeting,BABA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"Because Monica and Avery attended the meeting, Monica sent a short note to",Avery,Monica,29218,23240
phase7_prompt_c887e917282c81bc,test,baba_meeting,BABA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"Because Avery and Monica attended the meeting, Avery sent a short note to",Monica,Avery,23240,29218
phase7_prompt_6fe8d4f35fbe5ef7,test,baba_meeting,BABA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"Because Sophia and Joshua attended the meeting, Sophia sent a short note to",Joshua,Sophia,20700,39953
phase7_prompt_3f6fc193080fdd3f,test,baba_meeting,BABA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"Because Joshua and Sophia attended the meeting, Joshua sent a short note to",Sophia,Joshua,39953,20700
phase7_prompt_7078ff6b5d2862a3,test,baba_meeting,BABA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"Because John and Anna attended the meeting, John sent a short note to",Anna,John,11735,1757
phase7_prompt_7feace4a8f3a29cd,test,baba_meeting,BABA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"Because Anna and John attended the meeting, Anna sent a short note to",John,Anna,1757,11735
phase7_prompt_106817da4fcbade3,test,baba_meeting,BABA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"Because Paul and Joseph attended the meeting, Paul sent a short note to",Joseph,Paul,7212,3362
phase7_prompt_b1dec8402a012c7f,test,baba_meeting,BABA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"Because Joseph and Paul attended the meeting, Joseph sent a short note to",Paul,Joseph,3362,7212
phase7_prompt_00a5c970e2165a4c,test,baba_meeting,BABA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"Because Steven and Paige attended the meeting, Steven sent a short note to",Paige,Steven,42847,8239
phase7_prompt_c09cfb88caad85a5,test,baba_meeting,BABA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"Because Paige and Steven attended the meeting, Paige sent a short note to",Steven,Paige,8239,42847
phase7_prompt_8c7510e0d59894c1,test,baba_meeting,BABA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"Because Rita and Kelly attended the meeting, Rita sent a short note to",Kelly,Rita,9077,42605
phase7_prompt_63d0f60576153d51,test,baba_meeting,BABA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"Because Kelly and Rita attended the meeting, Kelly sent a short note to",Rita,Kelly,42605,9077
phase7_prompt_6e02b65838c8e275,test,baba_meeting,BABA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"Because Mia and Christopher attended the meeting, Mia sent a short note to",Christopher,Mia,12803,32189
phase7_prompt_9700fa0d3e3279d8,test,baba_meeting,BABA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"Because Christopher and Mia attended the meeting, Christopher sent a short note to",Mia,Christopher,32189,12803
phase7_prompt_72ddfd0648d6c3bc,test,baba_meeting,BABA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"Because Scarlett and Nina attended the meeting, Scarlett sent a short note to",Nina,Scarlett,36300,45046
phase7_prompt_88196d397cdf1c3d,test,baba_meeting,BABA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"Because Nina and Scarlett attended the meeting, Nina sent a short note to",Scarlett,Nina,45046,36300
phase7_prompt_b7cd14d72fe5edc6,test,baba_meeting,BABA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"Because Mark and Erica attended the meeting, Mark sent a short note to",Erica,Mark,45187,2940
phase7_prompt_03c614555c2153e7,test,baba_meeting,BABA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"Because Erica and Mark attended the meeting, Erica sent a short note to",Mark,Erica,2940,45187
phase7_prompt_c2952959efcbe75f,test,baba_meeting,BABA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"Because Victoria and Teresa attended the meeting, Victoria sent a short note to",Teresa,Victoria,34405,12313
phase7_prompt_8c7b69dbdde15b78,test,baba_meeting,BABA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"Because Teresa and Victoria attended the meeting, Teresa sent a short note to",Victoria,Teresa,12313,34405
phase7_prompt_5feea2d3d6b474da,test,baba_meeting,BABA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"Because Zoe and April attended the meeting, Zoe sent a short note to",April,Zoe,3035,32280
phase7_prompt_e33068815a793f71,test,baba_meeting,BABA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"Because April and Zoe attended the meeting, April sent a short note to",Zoe,April,32280,3035
phase7_prompt_5057d825d762bed9,test,baba_meeting,BABA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"Because Martha and June attended the meeting, Martha sent a short note to",June,Martha,2795,27243
phase7_prompt_e8427e8e83cd25a4,test,baba_meeting,BABA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"Because June and Martha attended the meeting, June sent a short note to",Martha,June,27243,2795
phase7_prompt_1b3778cec7525a09,test,baba_meeting,BABA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"Because Rosa and Leah attended the meeting, Rosa sent a short note to",Leah,Rosa,31232,27994
phase7_prompt_318701c3a1399ab5,test,baba_meeting,BABA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"Because Leah and Rosa attended the meeting, Leah sent a short note to",Rosa,Leah,27994,31232
phase7_prompt_995d10da4e1b91b7,test,baba_meeting,BABA,phase7_pair_fa3bf6a8bde53a2d,a_to_b,Holly,Robin,"Because Robin and Holly attended the meeting, Robin sent a short note to",Holly,Robin,7764,12325
phase7_prompt_5c2a87b7429b753c,test,baba_meeting,BABA,phase7_pair_fa3bf6a8bde53a2d,b_to_a,Robin,Holly,"Because Holly and Robin attended the meeting, Holly sent a short note to",Robin,Holly,12325,7764
phase7_prompt_0fdd6a9dcb69c847,test,baba_meeting,BABA,phase7_pair_fd9a9122baee6ea4,a_to_b,Christina,Gina,"Because Gina and Christina attended the meeting, Gina sent a short note to",Christina,Gina,33673,43002
phase7_prompt_813cfad4af2011f3,test,baba_meeting,BABA,phase7_pair_fd9a9122baee6ea4,b_to_a,Gina,Christina,"Because Christina and Gina attended the meeting, Christina sent a short note to",Gina,Christina,43002,33673
phase7_prompt_c0e661e41564eb5b,test,baba_office,BABA,phase7_pair_0c18e66c6fc56274,a_to_b,Heather,Tina,"While Tina and Heather worked in the office, Tina passed a blue folder to",Heather,Tina,24253,35903
phase7_prompt_f21186bed180c0c2,test,baba_office,BABA,phase7_pair_0c18e66c6fc56274,b_to_a,Tina,Heather,"While Heather and Tina worked in the office, Heather passed a blue folder to",Tina,Heather,35903,24253
phase7_prompt_6045337ae4a51de5,test,baba_office,BABA,phase7_pair_267ca827d088ceea,a_to_b,Brooke,Cheryl,"While Cheryl and Brooke worked in the office, Cheryl passed a blue folder to",Brooke,Cheryl,46459,37958
phase7_prompt_342ac2af8964f7dd,test,baba_office,BABA,phase7_pair_267ca827d088ceea,b_to_a,Cheryl,Brooke,"While Brooke and Cheryl worked in the office, Brooke passed a blue folder to",Cheryl,Brooke,37958,46459
phase7_prompt_949991d2eca28db1,test,baba_office,BABA,phase7_pair_278ff35d65d5552a,a_to_b,Chloe,Margaret,"While Margaret and Chloe worked in the office, Margaret passed a blue folder to",Chloe,Margaret,29476,19579
phase7_prompt_a7d83dfaf91b0c42,test,baba_office,BABA,phase7_pair_278ff35d65d5552a,b_to_a,Margaret,Chloe,"While Chloe and Margaret worked in the office, Chloe passed a blue folder to",Margaret,Chloe,19579,29476
phase7_prompt_989a503bd7287f0e,test,baba_office,BABA,phase7_pair_2c9c638f8f4dc409,a_to_b,Eva,Wendy,"While Wendy and Eva worked in the office, Wendy passed a blue folder to",Eva,Wendy,32355,28314
phase7_prompt_5739c16f63e31c02,test,baba_office,BABA,phase7_pair_2c9c638f8f4dc409,b_to_a,Wendy,Eva,"While Eva and Wendy worked in the office, Eva passed a blue folder to",Wendy,Eva,28314,32355
phase7_prompt_e67b316515a0531b,test,baba_office,BABA,phase7_pair_2f7e5056a93db164,a_to_b,Amelia,Anne,"While Anne and Amelia worked in the office, Anne passed a blue folder to",Amelia,Anne,49769,15397
phase7_prompt_7c19fa8e463357a8,test,baba_office,BABA,phase7_pair_2f7e5056a93db164,b_to_a,Anne,Amelia,"While Amelia and Anne worked in the office, Amelia passed a blue folder to",Anne,Amelia,15397,49769
phase7_prompt_c0883259ab891676,test,baba_office,BABA,phase7_pair_332483d3f8db2a87,a_to_b,Marie,Natalie,"While Natalie and Marie worked in the office, Natalie passed a blue folder to",Marie,Natalie,20492,35571
phase7_prompt_0b407e6f0688c97a,test,baba_office,BABA,phase7_pair_332483d3f8db2a87,b_to_a,Natalie,Marie,"While Marie and Natalie worked in the office, Marie passed a blue folder to",Natalie,Marie,35571,20492
phase7_prompt_20a87290d4129369,test,baba_office,BABA,phase7_pair_33dc25959f2ae37b,a_to_b,Jill,Kimberly,"While Kimberly and Jill worked in the office, Kimberly passed a blue folder to",Jill,Kimberly,22772,48685
phase7_prompt_8901a424a6896965,test,baba_office,BABA,phase7_pair_33dc25959f2ae37b,b_to_a,Kimberly,Jill,"While Jill and Kimberly worked in the office, Jill passed a blue folder to",Kimberly,Jill,48685,22772
phase7_prompt_b93a5fa799342b28,test,baba_office,BABA,phase7_pair_3c6c304726369c49,a_to_b,Judy,Virginia,"While Virginia and Judy worked in the office, Virginia passed a blue folder to",Judy,Virginia,26395,6025
phase7_prompt_59109dbdcaf8316d,test,baba_office,BABA,phase7_pair_3c6c304726369c49,b_to_a,Virginia,Judy,"While Judy and Virginia worked in the office, Judy passed a blue folder to",Virginia,Judy,6025,26395
phase7_prompt_b0324bdfeb2cf349,test,baba_office,BABA,phase7_pair_405b9f63f2142542,a_to_b,Lisa,Maya,"While Maya and Lisa worked in the office, Maya passed a blue folder to",Lisa,Maya,15378,26041
phase7_prompt_f8f9ec6f5f1f90c6,test,baba_office,BABA,phase7_pair_405b9f63f2142542,b_to_a,Maya,Lisa,"While Lisa and Maya worked in the office, Lisa passed a blue folder to",Maya,Lisa,26041,15378
phase7_prompt_1451fe2e4c5cde4e,test,baba_office,BABA,phase7_pair_644a0d1ba29cc1af,a_to_b,Peggy,Sarah,"While Sarah and Peggy worked in the office, Sarah passed a blue folder to",Peggy,Sarah,40910,10490
phase7_prompt_515306dfbc9d5779,test,baba_office,BABA,phase7_pair_644a0d1ba29cc1af,b_to_a,Sarah,Peggy,"While Peggy and Sarah worked in the office, Peggy passed a blue folder to",Sarah,Peggy,10490,40910
phase7_prompt_f5ccdd40f5f60f92,test,baba_office,BABA,phase7_pair_6cd9d7aab319ee07,a_to_b,Charlotte,Elizabeth,"While Elizabeth and Charlotte worked in the office, Elizabeth passed a blue folder to",Charlotte,Elizabeth,14685,10674
phase7_prompt_856286b2b8dbe92c,test,baba_office,BABA,phase7_pair_6cd9d7aab319ee07,b_to_a,Elizabeth,Charlotte,"While Charlotte and Elizabeth worked in the office, Charlotte passed a blue folder to",Elizabeth,Charlotte,10674,14685
phase7_prompt_dbe765e31e26ae68,test,baba_office,BABA,phase7_pair_7d6ae98ddcd65bb9,a_to_b,Amber,Megan,"While Megan and Amber worked in the office, Megan passed a blue folder to",Amber,Megan,21896,27616
phase7_prompt_5bab028a6fe79c57,test,baba_office,BABA,phase7_pair_7d6ae98ddcd65bb9,b_to_a,Megan,Amber,"While Amber and Megan worked in the office, Amber passed a blue folder to",Megan,Amber,27616,21896
phase7_prompt_4c989d8ea2c62934,test,baba_office,BABA,phase7_pair_7e9c77fa7af074a6,a_to_b,Claire,Judith,"While Judith and Claire worked in the office, Judith passed a blue folder to",Claire,Judith,20758,39987
phase7_prompt_457e94311d0af469,test,baba_office,BABA,phase7_pair_7e9c77fa7af074a6,b_to_a,Judith,Claire,"While Claire and Judith worked in the office, Claire passed a blue folder to",Judith,Claire,39987,20758
phase7_prompt_36e003ed3fb8bdcd,test,baba_office,BABA,phase7_pair_853a69d412bf6e50,a_to_b,Bonnie,Valerie,"While Valerie and Bonnie worked in the office, Valerie passed a blue folder to",Bonnie,Valerie,39203,45603
phase7_prompt_18d1164d3a4e1870,test,baba_office,BABA,phase7_pair_853a69d412bf6e50,b_to_a,Valerie,Bonnie,"While Bonnie and Valerie worked in the office, Bonnie passed a blue folder to",Valerie,Bonnie,45603,39203
phase7_prompt_ec1d49523be9bf71,test,baba_office,BABA,phase7_pair_89614fce75224967,a_to_b,Joan,Madison,"While Madison and Joan worked in the office, Madison passed a blue folder to",Joan,Madison,26640,14909
phase7_prompt_011af7a6792622d3,test,baba_office,BABA,phase7_pair_89614fce75224967,b_to_a,Madison,Joan,"While Joan and Madison worked in the office, Joan passed a blue folder to",Madison,Joan,14909,26640
phase7_prompt_07a868abe5f330c9,test,baba_office,BABA,phase7_pair_8ae9abd37b7b8898,a_to_b,Ellie,Melissa,"While Melissa and Ellie worked in the office, Melissa passed a blue folder to",Ellie,Melissa,44801,24164
phase7_prompt_6e1140af3b28f7e9,test,baba_office,BABA,phase7_pair_8ae9abd37b7b8898,b_to_a,Melissa,Ellie,"While Ellie and Melissa worked in the office, Ellie passed a blue folder to",Melissa,Ellie,24164,44801
phase7_prompt_5904a15281fbf3fe,test,baba_office,BABA,phase7_pair_8b8b9a7866d40805,a_to_b,Leslie,Lydia,"While Lydia and Leslie worked in the office, Lydia passed a blue folder to",Leslie,Lydia,26909,47766
phase7_prompt_a22beb53e68d8a17,test,baba_office,BABA,phase7_pair_8b8b9a7866d40805,b_to_a,Lydia,Leslie,"While Leslie and Lydia worked in the office, Leslie passed a blue folder to",Lydia,Leslie,47766,26909
phase7_prompt_25f1a9fc0efed1d4,test,baba_office,BABA,phase7_pair_a0d547120ba1438c,a_to_b,Avery,Monica,"While Monica and Avery worked in the office, Monica passed a blue folder to",Avery,Monica,29218,23240
phase7_prompt_8b9ecfec97a92dd0,test,baba_office,BABA,phase7_pair_a0d547120ba1438c,b_to_a,Monica,Avery,"While Avery and Monica worked in the office, Avery passed a blue folder to",Monica,Avery,23240,29218
phase7_prompt_fdda79fa4f99c3ef,test,baba_office,BABA,phase7_pair_b14d50f73032807d,a_to_b,Joshua,Sophia,"While Sophia and Joshua worked in the office, Sophia passed a blue folder to",Joshua,Sophia,20700,39953
phase7_prompt_918480225e9847b8,test,baba_office,BABA,phase7_pair_b14d50f73032807d,b_to_a,Sophia,Joshua,"While Joshua and Sophia worked in the office, Joshua passed a blue folder to",Sophia,Joshua,39953,20700
phase7_prompt_3f1041af5d8ab533,test,baba_office,BABA,phase7_pair_b56f872614b96d06,a_to_b,Anna,John,"While John and Anna worked in the office, John passed a blue folder to",Anna,John,11735,1757
phase7_prompt_62d8e0c8342db75f,test,baba_office,BABA,phase7_pair_b56f872614b96d06,b_to_a,John,Anna,"While Anna and John worked in the office, Anna passed a blue folder to",John,Anna,1757,11735
phase7_prompt_35e7dcff9b020b04,test,baba_office,BABA,phase7_pair_bdfb26a7f56b1e9a,a_to_b,Joseph,Paul,"While Paul and Joseph worked in the office, Paul passed a blue folder to",Joseph,Paul,7212,3362
phase7_prompt_67e0f6b5eb575d60,test,baba_office,BABA,phase7_pair_bdfb26a7f56b1e9a,b_to_a,Paul,Joseph,"While Joseph and Paul worked in the office, Joseph passed a blue folder to",Paul,Joseph,3362,7212
phase7_prompt_99df0fa5fc682531,test,baba_office,BABA,phase7_pair_c4cfd42f0517fb94,a_to_b,Paige,Steven,"While Steven and Paige worked in the office, Steven passed a blue folder to",Paige,Steven,42847,8239
phase7_prompt_8b4bae34ae6240f6,test,baba_office,BABA,phase7_pair_c4cfd42f0517fb94,b_to_a,Steven,Paige,"While Paige and Steven worked in the office, Paige passed a blue folder to",Steven,Paige,8239,42847
phase7_prompt_5ed8db91ab1806d0,test,baba_office,BABA,phase7_pair_c6919b4e946a3fb9,a_to_b,Kelly,Rita,"While Rita and Kelly worked in the office, Rita passed a blue folder to",Kelly,Rita,9077,42605
phase7_prompt_61fe858496a7d7b6,test,baba_office,BABA,phase7_pair_c6919b4e946a3fb9,b_to_a,Rita,Kelly,"While Kelly and Rita worked in the office, Kelly passed a blue folder to",Rita,Kelly,42605,9077
phase7_prompt_0e3a5557a20f839c,test,baba_office,BABA,phase7_pair_c8fc9f5b7f823c5e,a_to_b,Christopher,Mia,"While Mia and Christopher worked in the office, Mia passed a blue folder to",Christopher,Mia,12803,32189
phase7_prompt_77d7e1d1382d4873,test,baba_office,BABA,phase7_pair_c8fc9f5b7f823c5e,b_to_a,Mia,Christopher,"While Christopher and Mia worked in the office, Christopher passed a blue folder to",Mia,Christopher,32189,12803
phase7_prompt_f9d8ba4e1d517de4,test,baba_office,BABA,phase7_pair_d09e050b4dd99d67,a_to_b,Nina,Scarlett,"While Scarlett and Nina worked in the office, Scarlett passed a blue folder to",Nina,Scarlett,36300,45046
phase7_prompt_4ff3ece3d794d622,test,baba_office,BABA,phase7_pair_d09e050b4dd99d67,b_to_a,Scarlett,Nina,"While Nina and Scarlett worked in the office, Nina passed a blue folder to",Scarlett,Nina,45046,36300
phase7_prompt_2c75597af23ad024,test,baba_office,BABA,phase7_pair_d38ce67bcb01e85d,a_to_b,Erica,Mark,"While Mark and Erica worked in the office, Mark passed a blue folder to",Erica,Mark,45187,2940
phase7_prompt_e5220726e5b9e01d,test,baba_office,BABA,phase7_pair_d38ce67bcb01e85d,b_to_a,Mark,Erica,"While Erica and Mark worked in the office, Erica passed a blue folder to",Mark,Erica,2940,45187
phase7_prompt_64f0a3bef8bb96c2,test,baba_office,BABA,phase7_pair_db44c2acb5610f9d,a_to_b,Teresa,Victoria,"While Victoria and Teresa worked in the office, Victoria passed a blue folder to",Teresa,Victoria,34405,12313
phase7_prompt_34b02d1d0b53e345,test,baba_office,BABA,phase7_pair_db44c2acb5610f9d,b_to_a,Victoria,Teresa,"While Teresa and Victoria worked in the office, Teresa passed a blue folder to",Victoria,Teresa,12313,34405
phase7_prompt_0d7f9d3650ae0c3b,test,baba_office,BABA,phase7_pair_e48fa907c1e3bc74,a_to_b,April,Zoe,"While Zoe and April worked in the office, Zoe passed a blue folder to",April,Zoe,3035,32280
phase7_prompt_42da07a1fc2827ef,test,baba_office,BABA,phase7_pair_e48fa907c1e3bc74,b_to_a,Zoe,April,"While April and Zoe worked in the office, April passed a blue folder to",Zoe,April,32280,3035
phase7_prompt_817d34e82d87857f,test,baba_office,BABA,phase7_pair_e7335226678b08f5,a_to_b,June,Martha,"While Martha and June worked in the office, Martha passed a blue folder to",June,Martha,2795,27243
phase7_prompt_9ade03c3662828a3,test,baba_office,BABA,phase7_pair_e7335226678b08f5,b_to_a,Martha,June,"While June and Martha worked in the office, June passed a blue folder to",Martha,June,27243,2795
phase7_prompt_e22318d40c931a51,test,baba_office,BABA,phase7_pair_e9fc6c989f4445cb,a_to_b,Leah,Rosa,"While Rosa and Leah worked in the office, Rosa passed a blue folder to",Leah,Rosa,31232,27994
phase7_prompt_9bd6d5462a330746,test,baba_office,BABA,phase7_pair_e9fc6c989f4445cb,b_to_a,Rosa,Leah,"While Leah and Rosa worked in the office, Leah passed a blue folder to",Rosa,Leah,27994,31232
