mask_id,mask_bits,n_heads,n_P,n_B,n_E,pool_id,pool_index,sampling_stratum,size_match_cell,within_cell_index,bank
mask_025ac1a4b781b376,0000101101100,5,0,5,0,phase06_candidate_pool_14,14,broad,n_heads_05,2,candidate
mask_08f90efcdb801452,1000001101010,5,1,3,1,phase06_candidate_pool_14,14,broad,n_heads_05,0,candidate
mask_e0a54dd1582eb4bd,1001001001100,5,1,4,0,phase06_candidate_pool_14,14,broad,n_heads_05,1,candidate
mask_4a2f4ddeab1b8b13,1101000001010,5,2,2,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_05,1,candidate
mask_6ab3e14eb0b1547d,1100010010010,5,2,2,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_05,0,candidate
mask_ffb5382056691cf4,1010010000011,5,2,1,2,phase06_candidate_pool_14,14,primary_heavy,n_heads_05,2,candidate
mask_21cf31a6434f4a9d,1001011001100,6,1,5,0,phase06_candidate_pool_14,14,broad,n_heads_06,2,candidate
mask_ab9b7359f88dab6a,0010000101111,6,1,3,2,phase06_candidate_pool_14,14,broad,n_heads_06,3,candidate
mask_dac5b0bea237e845,0011010011100,6,1,5,0,phase06_candidate_pool_14,14,broad,n_heads_06,1,candidate
mask_ffd36a42917e5dbe,0010111010100,6,1,5,0,phase06_candidate_pool_14,14,broad,n_heads_06,0,candidate
mask_1059ad14c514309d,1110110000001,6,3,2,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_06,3,candidate
mask_1bf1742c9673a1e0,0111100001100,6,2,4,0,phase06_candidate_pool_14,14,primary_heavy,n_heads_06,1,candidate
mask_5ba4e468ee21005f,0110010010101,6,2,3,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_06,2,candidate
mask_c5cb7f1d2122bd76,1100101010010,6,2,3,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_06,0,candidate
mask_05365af9210c982d,0100011111100,7,1,6,0,phase06_candidate_pool_14,14,broad,n_heads_07,3,candidate
mask_419ccf7059acc18e,1001000111011,7,1,4,2,phase06_candidate_pool_14,14,broad,n_heads_07,2,candidate
mask_589a6a7c59e3ef6d,0001111100110,7,0,6,1,phase06_candidate_pool_14,14,broad,n_heads_07,1,candidate
mask_b7580cc0c7844d16,0101101001101,7,1,5,1,phase06_candidate_pool_14,14,broad,n_heads_07,0,candidate
mask_1a7470cdd112fbb6,1101000111100,7,2,5,0,phase06_candidate_pool_14,14,primary_heavy,n_heads_07,0,candidate
mask_4b6c0adc61f686a1,1100111000110,7,2,4,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_07,3,candidate
mask_5758879621f26e69,1010010101101,7,2,4,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_07,1,candidate
mask_d50f7702153ef285,1100101101010,7,2,4,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_07,2,candidate
mask_430d29ddaf73279c,1001001111110,8,1,6,1,phase06_candidate_pool_14,14,broad,n_heads_08,2,candidate
mask_4ec2139a122a2131,0011111011001,8,1,6,1,phase06_candidate_pool_14,14,broad,n_heads_08,0,candidate
mask_afd583422cce69bd,0101110011101,8,1,6,1,phase06_candidate_pool_14,14,broad,n_heads_08,1,candidate
mask_9b2cf32420782ed2,1110101010011,8,3,3,2,phase06_candidate_pool_14,14,primary_heavy,n_heads_08,1,candidate
mask_c3968b6a70d40d8c,1100111010110,8,2,5,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_08,2,candidate
mask_fb31125f46cdc7fd,0111011101001,8,2,5,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_08,0,candidate
mask_0904dee778551768,0101110011111,9,1,6,2,phase06_candidate_pool_14,14,broad,n_heads_09,0,candidate
mask_d6a8fca85a5c9f86,1111101100101,9,3,5,1,phase06_candidate_pool_14,14,primary_heavy,n_heads_09,0,candidate
mask_0fafbb62dfe42520,0100001100010,4,1,2,1,phase06_candidate_pool_15,15,broad,n_heads_04,0,candidate
mask_5704fc590b16cd85,1100001000010,4,2,1,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_04,0,candidate
mask_69e9a2ed6101a76d,0011010001010,5,1,3,1,phase06_candidate_pool_15,15,broad,n_heads_05,1,candidate
mask_ede673f5b44dfc15,1001100000110,5,1,3,1,phase06_candidate_pool_15,15,broad,n_heads_05,0,candidate
mask_f5c53369e6e5be5f,1000100001101,5,1,3,1,phase06_candidate_pool_15,15,broad,n_heads_05,2,candidate
mask_2771fe498a8e43c6,0110001101000,5,2,3,0,phase06_candidate_pool_15,15,primary_heavy,n_heads_05,1,candidate
mask_56c86f0403dc98a1,1010010100001,5,2,2,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_05,2,candidate
mask_76bd5696c4ac60c9,1110010000100,5,3,2,0,phase06_candidate_pool_15,15,primary_heavy,n_heads_05,0,candidate
mask_0f7c9a6b6a3c540b,0001010111001,6,0,5,1,phase06_candidate_pool_15,15,broad,n_heads_06,1,candidate
mask_870f667f8fd9bf81,0000011110011,6,0,4,2,phase06_candidate_pool_15,15,broad,n_heads_06,0,candidate
mask_88f467c3fe26e6b3,0010110100011,6,1,3,2,phase06_candidate_pool_15,15,broad,n_heads_06,3,candidate
mask_cb337122adb41e61,0100000111011,6,1,3,2,phase06_candidate_pool_15,15,broad,n_heads_06,2,candidate
mask_c7a4ce0d3874b653,1110000001110,6,3,2,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_06,0,candidate
mask_cfa758a6a79518bc,1100110100001,6,2,3,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_06,3,candidate
mask_cfecc8e6cae965f1,1101000101001,6,2,3,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_06,2,candidate
mask_d57ed01f372e2f12,1100000110011,6,2,2,2,phase06_candidate_pool_15,15,primary_heavy,n_heads_06,1,candidate
mask_8a41107f8904fda1,0001011101011,7,0,5,2,phase06_candidate_pool_15,15,broad,n_heads_07,0,candidate
mask_b7931368857c63ae,0100101111010,7,1,5,1,phase06_candidate_pool_15,15,broad,n_heads_07,2,candidate
mask_d23dd2c58502ea41,0010110011101,7,1,5,1,phase06_candidate_pool_15,15,broad,n_heads_07,1,candidate
mask_e7073e114590fa4c,1001011000111,7,1,4,2,phase06_candidate_pool_15,15,broad,n_heads_07,3,candidate
mask_495f51a2cfd99402,1111110010000,7,3,4,0,phase06_candidate_pool_15,15,primary_heavy,n_heads_07,2,candidate
mask_808d2d5c312a2237,1101100001110,7,2,4,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_07,3,candidate
mask_8668514c1556d01a,0110011101001,7,2,4,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_07,1,candidate
mask_89c985428d0efa0d,1111010000110,7,3,3,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_07,0,candidate
mask_37cab89487794f79,1000001111111,8,1,5,2,phase06_candidate_pool_15,15,broad,n_heads_08,2,candidate
mask_53fff401899dddae,1001110111001,8,1,6,1,phase06_candidate_pool_15,15,broad,n_heads_08,0,candidate
mask_bf07c47e276b3bae,0100111110101,8,1,6,1,phase06_candidate_pool_15,15,broad,n_heads_08,1,candidate
mask_24fa674f7a93682a,0110110011110,8,2,5,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_08,2,candidate
mask_cbc9522e1264ee62,0111111001010,8,2,5,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_08,1,candidate
mask_d5255651d8b311b4,1010011011011,8,2,4,2,phase06_candidate_pool_15,15,primary_heavy,n_heads_08,0,candidate
mask_5f30a5d92e6d3fa0,0001111101111,9,0,7,2,phase06_candidate_pool_15,15,broad,n_heads_09,0,candidate
mask_97eb156209827241,0111111110001,9,2,6,1,phase06_candidate_pool_15,15,primary_heavy,n_heads_09,0,candidate
mask_64655155454b8409,0001010100100,4,0,4,0,phase06_candidate_pool_16,16,broad,n_heads_04,0,candidate
mask_555b6a539804cf20,0110010001000,4,2,2,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_04,0,candidate
mask_374679c6aa6c97af,1000010100011,5,1,2,2,phase06_candidate_pool_16,16,broad,n_heads_05,2,candidate
mask_a0312a90d1a3238e,0001010001110,5,0,4,1,phase06_candidate_pool_16,16,broad,n_heads_05,0,candidate
mask_ae7afefb8786548f,0001100101100,5,0,5,0,phase06_candidate_pool_16,16,broad,n_heads_05,1,candidate
mask_2f48b43f928fe443,0110100100100,5,2,3,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_05,2,candidate
mask_3fdecf54df3d37a7,1100110100000,5,2,3,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_05,1,candidate
mask_62e0ca208b103775,1100000111000,5,2,3,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_05,0,candidate
mask_b5646fb39ea86c0c,0011001010110,6,1,4,1,phase06_candidate_pool_16,16,broad,n_heads_06,3,candidate
mask_d309e315397fba4a,0100001111001,6,1,4,1,phase06_candidate_pool_16,16,broad,n_heads_06,1,candidate
mask_ef176785b40c8db5,0100001010111,6,1,3,2,phase06_candidate_pool_16,16,broad,n_heads_06,2,candidate
mask_f990f3ed098dce81,0100100001111,6,1,3,2,phase06_candidate_pool_16,16,broad,n_heads_06,0,candidate
mask_055cd10a9564b5b4,1111000001001,6,3,2,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_06,1,candidate
mask_0e36055127594c70,1101000010011,6,2,2,2,phase06_candidate_pool_16,16,primary_heavy,n_heads_06,2,candidate
mask_5fa51ff4096a4c94,1110101000010,6,3,2,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_06,0,candidate
mask_ade46d84e1098487,1111100100000,6,3,3,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_06,3,candidate
mask_597732fa571fbf6a,0001010111101,7,0,6,1,phase06_candidate_pool_16,16,broad,n_heads_07,3,candidate
mask_604b1571b3c14480,0011011001011,7,1,4,2,phase06_candidate_pool_16,16,broad,n_heads_07,0,candidate
mask_ce52ea385f07fb19,0100110110110,7,1,5,1,phase06_candidate_pool_16,16,broad,n_heads_07,2,candidate
mask_e65da0ecfa9f2fbc,1000010011111,7,1,4,2,phase06_candidate_pool_16,16,broad,n_heads_07,1,candidate
mask_686c77d8f043559a,1100010101101,7,2,4,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_07,3,candidate
mask_abfff1d0d621b287,1101000110011,7,2,3,2,phase06_candidate_pool_16,16,primary_heavy,n_heads_07,2,candidate
mask_f7c4f1a0628a1231,1100001101110,7,2,4,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_07,1,candidate
mask_f929a25b84b37844,1101010011100,7,2,5,0,phase06_candidate_pool_16,16,primary_heavy,n_heads_07,0,candidate
mask_87df1f4167497012,1001100111101,8,1,6,1,phase06_candidate_pool_16,16,broad,n_heads_08,2,candidate
mask_da71b835c1c38b39,1000111110110,8,1,6,1,phase06_candidate_pool_16,16,broad,n_heads_08,0,candidate
mask_fc15ed8edad702d8,0100101111101,8,1,6,1,phase06_candidate_pool_16,16,broad,n_heads_08,1,candidate
mask_319728a7e09b1241,1111100001101,8,3,4,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_08,1,candidate
mask_9fea8be24e33a9e7,0111001011101,8,2,5,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_08,2,candidate
mask_fe5ef7910b5fe64d,1101100110101,8,2,5,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_08,0,candidate
mask_602a70b3a03e564b,1001101101111,9,1,6,2,phase06_candidate_pool_16,16,broad,n_heads_09,0,candidate
mask_42a6ad000c101b5f,0111011111001,9,2,6,1,phase06_candidate_pool_16,16,primary_heavy,n_heads_09,0,candidate
mask_14fdcb5a1cbda0f2,0000001001011,4,0,2,2,phase06_candidate_pool_17,17,broad,n_heads_04,0,candidate
mask_e9017f1d7e0fe0b7,1010000101000,4,2,2,0,phase06_candidate_pool_17,17,primary_heavy,n_heads_04,0,candidate
mask_011bac1fe7c51393,0000011101100,5,0,5,0,phase06_candidate_pool_17,17,broad,n_heads_05,1,candidate
mask_1a916969945c77e4,0011000011010,5,1,3,1,phase06_candidate_pool_17,17,broad,n_heads_05,2,candidate
mask_1c571138f21b985c,1000100100110,5,1,3,1,phase06_candidate_pool_17,17,broad,n_heads_05,0,candidate
mask_b508c93193024e30,1100010100100,5,2,3,0,phase06_candidate_pool_17,17,primary_heavy,n_heads_05,0,candidate
mask_d4c13587265adf19,1010100100100,5,2,3,0,phase06_candidate_pool_17,17,primary_heavy,n_heads_05,2,candidate
mask_d710436347fcda91,1011010001000,5,2,3,0,phase06_candidate_pool_17,17,primary_heavy,n_heads_05,1,candidate
mask_888261f488587501,1001000111100,6,1,5,0,phase06_candidate_pool_17,17,broad,n_heads_06,3,candidate
mask_91ac2067f13ef755,1000011110010,6,1,4,1,phase06_candidate_pool_17,17,broad,n_heads_06,2,candidate
mask_9a3da1322842de26,0011110100001,6,1,4,1,phase06_candidate_pool_17,17,broad,n_heads_06,0,candidate
mask_9e048017232abefc,0011011001001,6,1,4,1,phase06_candidate_pool_17,17,broad,n_heads_06,1,candidate
mask_039c08dc6f388626,0110100100101,6,2,3,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_06,0,candidate
mask_4c428ebf4f3a986e,0110010001011,6,2,2,2,phase06_candidate_pool_17,17,primary_heavy,n_heads_06,3,candidate
mask_e2ed364b7eaaf430,1011010000110,6,2,3,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_06,1,candidate
mask_f0e651763ae6b37b,1011100000011,6,2,2,2,phase06_candidate_pool_17,17,primary_heavy,n_heads_06,2,candidate
mask_442728d8158e4ac7,0101010011110,7,1,5,1,phase06_candidate_pool_17,17,broad,n_heads_07,3,candidate
mask_4ecf697b99d05ffb,0100100111011,7,1,4,2,phase06_candidate_pool_17,17,broad,n_heads_07,0,candidate
mask_729c142a9bfc3aa0,0011011001101,7,1,5,1,phase06_candidate_pool_17,17,broad,n_heads_07,1,candidate
mask_c1872290e2c05988,0101011011010,7,1,5,1,phase06_candidate_pool_17,17,broad,n_heads_07,2,candidate
mask_20571b2725af155e,1010101100101,7,2,4,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_07,1,candidate
mask_55b7dea8249309e0,0111010110010,7,2,4,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_07,0,candidate
mask_564006729ac356ce,0110101000111,7,2,3,2,phase06_candidate_pool_17,17,primary_heavy,n_heads_07,3,candidate
mask_cd693568b48fc13d,1110101001010,7,3,3,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_07,2,candidate
mask_99e95f1e75360294,0011110101101,8,1,6,1,phase06_candidate_pool_17,17,broad,n_heads_08,0,candidate
mask_b6b53e8d1f664103,0000111101111,8,0,6,2,phase06_candidate_pool_17,17,broad,n_heads_08,1,candidate
mask_fd903fa431b68037,0100111101101,8,1,6,1,phase06_candidate_pool_17,17,broad,n_heads_08,2,candidate
mask_63bda4a4301f3f50,1111011000101,8,3,4,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_08,2,candidate
mask_72489cb9583b0f03,1100110101101,8,2,5,1,phase06_candidate_pool_17,17,primary_heavy,n_heads_08,0,candidate
mask_aecf537a4b5f91a9,0111101100011,8,2,4,2,phase06_candidate_pool_17,17,primary_heavy,n_heads_08,1,candidate
mask_c2a7514ab4e33081,1001110111110,9,1,7,1,phase06_candidate_pool_17,17,broad,n_heads_09,0,candidate
mask_093d3fa653003127,1100111011011,9,2,5,2,phase06_candidate_pool_17,17,primary_heavy,n_heads_09,0,candidate
mask_93e73cd4abacc92e,0010001000110,4,1,2,1,phase06_candidate_pool_18,18,broad,n_heads_04,0,candidate
mask_007318e3afb83400,0110000100010,4,2,1,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_04,0,candidate
mask_332c3341fb6d8d79,0010100100011,5,1,2,2,phase06_candidate_pool_18,18,broad,n_heads_05,0,candidate
mask_84ef30db12fc6299,0101010000110,5,1,3,1,phase06_candidate_pool_18,18,broad,n_heads_05,1,candidate
mask_a1068acffbc5753a,0100101000110,5,1,3,1,phase06_candidate_pool_18,18,broad,n_heads_05,2,candidate
mask_0935b37917cb2f4e,1011001000100,5,2,3,0,phase06_candidate_pool_18,18,primary_heavy,n_heads_05,1,candidate
mask_1daae154b318adc3,0111000101000,5,2,3,0,phase06_candidate_pool_18,18,primary_heavy,n_heads_05,2,candidate
mask_50513533c7c4d20f,0111000000011,5,2,1,2,phase06_candidate_pool_18,18,primary_heavy,n_heads_05,0,candidate
mask_21bba402dbe98912,0011010101010,6,1,4,1,phase06_candidate_pool_18,18,broad,n_heads_06,1,candidate
mask_4620c63fe79dfa1e,1000011001110,6,1,4,1,phase06_candidate_pool_18,18,broad,n_heads_06,2,candidate
mask_4c4837050879c1af,1001010111000,6,1,5,0,phase06_candidate_pool_18,18,broad,n_heads_06,0,candidate
mask_a2bb73ff5fe5415f,0010011000111,6,1,3,2,phase06_candidate_pool_18,18,broad,n_heads_06,3,candidate
mask_6fb074c6dc089a98,1011000101010,6,2,3,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_06,3,candidate
mask_7b0d23ce9ef47576,1101000111000,6,2,4,0,phase06_candidate_pool_18,18,primary_heavy,n_heads_06,2,candidate
mask_7d22485065dd3047,0111011100000,6,2,4,0,phase06_candidate_pool_18,18,primary_heavy,n_heads_06,0,candidate
mask_acf63e92117cccaa,1100001100011,6,2,2,2,phase06_candidate_pool_18,18,primary_heavy,n_heads_06,1,candidate
mask_0997d526f9689999,1001110110100,7,1,6,0,phase06_candidate_pool_18,18,broad,n_heads_07,1,candidate
mask_0f79f5dfc9216a44,1001111100010,7,1,5,1,phase06_candidate_pool_18,18,broad,n_heads_07,0,candidate
mask_7ba51a78fbc91870,1000110110011,7,1,4,2,phase06_candidate_pool_18,18,broad,n_heads_07,2,candidate
mask_8b347c97c15370f4,0000110111101,7,0,6,1,phase06_candidate_pool_18,18,broad,n_heads_07,3,candidate
mask_0676d3b4e55e2101,1111000011001,7,3,3,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_07,2,candidate
mask_0fc55301bc5110b4,1110001011010,7,3,3,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_07,1,candidate
mask_a02e47a431da787a,1010100111010,7,2,4,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_07,0,candidate
mask_ab309b5746325d98,0110101010011,7,2,3,2,phase06_candidate_pool_18,18,primary_heavy,n_heads_07,3,candidate
mask_00149aab730786f2,0011011011011,8,1,5,2,phase06_candidate_pool_18,18,broad,n_heads_08,0,candidate
mask_2a90d7813af5c2fd,0011101110011,8,1,5,2,phase06_candidate_pool_18,18,broad,n_heads_08,2,candidate
mask_a1dfa5ebe264e974,1001011010111,8,1,5,2,phase06_candidate_pool_18,18,broad,n_heads_08,1,candidate
mask_3c2fa65d59564f73,1111001001101,8,3,4,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_08,0,candidate
mask_466c53d37ea691b5,0111010101011,8,2,4,2,phase06_candidate_pool_18,18,primary_heavy,n_heads_08,1,candidate
mask_abfec566ae9c844c,1010110111100,8,2,6,0,phase06_candidate_pool_18,18,primary_heavy,n_heads_08,2,candidate
mask_f9229eb79b64c6ec,0011011111101,9,1,7,1,phase06_candidate_pool_18,18,broad,n_heads_09,0,candidate
mask_1f11bf48cf022c42,0110101111101,9,2,6,1,phase06_candidate_pool_18,18,primary_heavy,n_heads_09,0,candidate
mask_4ad477d2efab543e,1001010100000,4,1,3,0,phase06_candidate_pool_19,19,broad,n_heads_04,0,candidate
mask_525ef136c83c4bb8,1100000100001,4,2,1,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_04,0,candidate
mask_11298ef694692957,0100011001010,5,1,3,1,phase06_candidate_pool_19,19,broad,n_heads_05,1,candidate
mask_1aed2b00b810536b,0100001000111,5,1,2,2,phase06_candidate_pool_19,19,broad,n_heads_05,2,candidate
mask_b12b0f9cacbdd71b,0100101001100,5,1,4,0,phase06_candidate_pool_19,19,broad,n_heads_05,0,candidate
mask_1c9732dfb31b0d66,0111000010010,5,2,2,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_05,1,candidate
mask_3f185a8812767204,1101000001100,5,2,3,0,phase06_candidate_pool_19,19,primary_heavy,n_heads_05,0,candidate
mask_f2f9d8beedd95c97,1110001001000,5,3,2,0,phase06_candidate_pool_19,19,primary_heavy,n_heads_05,2,candidate
mask_1733f0524d65bfe5,0010011110100,6,1,5,0,phase06_candidate_pool_19,19,broad,n_heads_06,3,candidate
mask_777a976ce7b9c05c,0011101000101,6,1,4,1,phase06_candidate_pool_19,19,broad,n_heads_06,0,candidate
mask_c0bac18648f8068d,0100101001101,6,1,4,1,phase06_candidate_pool_19,19,broad,n_heads_06,1,candidate
mask_cea6f619dfd5394d,1000011110100,6,1,5,0,phase06_candidate_pool_19,19,broad,n_heads_06,2,candidate
mask_0bce5d98f89f8967,1101100000011,6,2,2,2,phase06_candidate_pool_19,19,primary_heavy,n_heads_06,1,candidate
mask_8fd2d05cc553b229,1110010001010,6,3,2,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_06,0,candidate
mask_a26775e8eb7343da,1010100110010,6,2,3,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_06,2,candidate
mask_aba61d5d2be7ef5c,1111100000010,6,3,2,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_06,3,candidate
mask_4185ea6f5b231ad8,0101110101100,7,1,6,0,phase06_candidate_pool_19,19,broad,n_heads_07,3,candidate
mask_4bfb70a1382cbe61,1001011010011,7,1,4,2,phase06_candidate_pool_19,19,broad,n_heads_07,2,candidate
mask_71c2ca35e8937fff,0100000111111,7,1,4,2,phase06_candidate_pool_19,19,broad,n_heads_07,1,candidate
mask_e4801844fadb231c,0100111001011,7,1,4,2,phase06_candidate_pool_19,19,broad,n_heads_07,0,candidate
mask_0139656f9d7fe602,0110111010010,7,2,4,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_07,0,candidate
mask_2890f9541345cc11,1111100000101,7,3,3,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_07,1,candidate
mask_8c54036cc6d78575,0110010010111,7,2,3,2,phase06_candidate_pool_19,19,primary_heavy,n_heads_07,3,candidate
mask_9d680f1dceb38c38,1100010110011,7,2,3,2,phase06_candidate_pool_19,19,primary_heavy,n_heads_07,2,candidate
mask_361c74f6beceddf9,0011010111011,8,1,5,2,phase06_candidate_pool_19,19,broad,n_heads_08,2,candidate
mask_51229b99b4624d1e,0101111001101,8,1,6,1,phase06_candidate_pool_19,19,broad,n_heads_08,0,candidate
mask_f94d736607dc8051,1001101111100,8,1,7,0,phase06_candidate_pool_19,19,broad,n_heads_08,1,candidate
mask_5b1c98d1ee4dc3de,1101011100110,8,2,5,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_08,2,candidate
mask_a51b93f39f0f8a76,1111001101001,8,3,4,1,phase06_candidate_pool_19,19,primary_heavy,n_heads_08,0,candidate
mask_fdc1d3e3a559fd46,1011001110011,8,2,4,2,phase06_candidate_pool_19,19,primary_heavy,n_heads_08,1,candidate
mask_75b740ff0a069646,0101101011111,9,1,6,2,phase06_candidate_pool_19,19,broad,n_heads_09,0,candidate
mask_69bf3a6128214c03,1110011001111,9,3,4,2,phase06_candidate_pool_19,19,primary_heavy,n_heads_09,0,candidate
mask_5142fc15a701338f,0100011000010,4,1,2,1,phase06_candidate_pool_20,20,broad,n_heads_04,0,candidate
mask_f3ff907b53d2f80d,1010001001000,4,2,2,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_04,0,candidate
mask_288de99d120b53b0,1000001011100,5,1,4,0,phase06_candidate_pool_20,20,broad,n_heads_05,1,candidate
mask_52efded84452c2bd,0010010110001,5,1,3,1,phase06_candidate_pool_20,20,broad,n_heads_05,0,candidate
mask_bd29fe0c32b6fa56,1001010001001,5,1,3,1,phase06_candidate_pool_20,20,broad,n_heads_05,2,candidate
mask_52a04eebab3d9ec2,0110101010000,5,2,3,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_05,2,candidate
mask_9ff8457a0d194642,1100100100100,5,2,3,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_05,1,candidate
mask_d3b4f58829c2c9c6,1010111000000,5,2,3,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_05,0,candidate
mask_9d1efecb706814cc,1000100011110,6,1,4,1,phase06_candidate_pool_20,20,broad,n_heads_06,3,candidate
mask_b94ecd9b31827e4b,0100100100111,6,1,3,2,phase06_candidate_pool_20,20,broad,n_heads_06,1,candidate
mask_c3b79d2a7e1471fd,0011110001100,6,1,5,0,phase06_candidate_pool_20,20,broad,n_heads_06,0,candidate
mask_f1616809ba3e5de0,0101000101110,6,1,4,1,phase06_candidate_pool_20,20,broad,n_heads_06,2,candidate
mask_8e6bb9ad2f000c2a,0110011100010,6,2,3,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_06,0,candidate
mask_a86548b1a44cf116,0110110001100,6,2,4,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_06,3,candidate
mask_d632878a5c985af4,1011100100010,6,2,3,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_06,2,candidate
mask_f1b49d8cd6f82027,0110111000010,6,2,3,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_06,1,candidate
mask_195f53ddcd1db88f,1001001101110,7,1,5,1,phase06_candidate_pool_20,20,broad,n_heads_07,3,candidate
mask_24b4697f805a7584,1000011011110,7,1,5,1,phase06_candidate_pool_20,20,broad,n_heads_07,0,candidate
mask_3b6bb9588c171d67,1000110001111,7,1,4,2,phase06_candidate_pool_20,20,broad,n_heads_07,1,candidate
mask_61fa37892da4539c,0101101000111,7,1,4,2,phase06_candidate_pool_20,20,broad,n_heads_07,2,candidate
mask_1831f7f60f4c02b9,1011110100010,7,2,4,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_07,3,candidate
mask_bb6c3ffb98122f0d,1110100101001,7,3,3,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_07,1,candidate
mask_da5520b1b6db2a46,1011101100010,7,2,4,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_07,2,candidate
mask_eb4bd036626022db,1101010000111,7,2,3,2,phase06_candidate_pool_20,20,primary_heavy,n_heads_07,0,candidate
mask_3b3df79177f159fb,0010101111011,8,1,5,2,phase06_candidate_pool_20,20,broad,n_heads_08,0,candidate
mask_ad5377b407b89204,0011111110100,8,1,7,0,phase06_candidate_pool_20,20,broad,n_heads_08,1,candidate
mask_fb83ac2758f5e844,0001110101111,8,0,6,2,phase06_candidate_pool_20,20,broad,n_heads_08,2,candidate
mask_1f66693b15562c34,0111001001111,8,2,4,2,phase06_candidate_pool_20,20,primary_heavy,n_heads_08,2,candidate
mask_88eff3c40eaacc9a,1010011110110,8,2,5,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_08,1,candidate
mask_b775ea25c034050d,0111110110100,8,2,6,0,phase06_candidate_pool_20,20,primary_heavy,n_heads_08,0,candidate
mask_a510dccf28dc93aa,0100110111111,9,1,6,2,phase06_candidate_pool_20,20,broad,n_heads_09,0,candidate
mask_de5ce65d2975e42a,0111011101110,9,2,6,1,phase06_candidate_pool_20,20,primary_heavy,n_heads_09,0,candidate
mask_680e747c7790c5b1,0000100010101,4,0,3,1,phase06_candidate_pool_21,21,broad,n_heads_04,0,candidate
mask_0fda322c6f29c62f,1010001000100,4,2,2,0,phase06_candidate_pool_21,21,primary_heavy,n_heads_04,0,candidate
mask_0eefd56c19c642ab,0011000001110,5,1,3,1,phase06_candidate_pool_21,21,broad,n_heads_05,2,candidate
mask_15ac9bfc3136ad52,1001100010100,5,1,4,0,phase06_candidate_pool_21,21,broad,n_heads_05,0,candidate
